id,update_decision,new_reason_category,confidence,notes
paper-1255,keep,still_relevant_physical_asset_maintenance,medium,Battery RUL supports storage asset decisions
paper-1260,newly_exclude,generic_nonmaintenance,medium,Quality-control faults not maintenance
paper-1263,keep,still_relevant_physical_asset_maintenance,high,Wind turbine blade fault diagnosis
paper-1265,keep,still_relevant_physical_asset_maintenance,high,EV drive condition monitoring
paper-1272,keep,still_relevant_physical_asset_maintenance,high,Spare parts forecasting supports maintenance planning
paper-1278,keep,still_relevant_physical_asset_maintenance,medium,Battery discharge prognosis supports PHM decisions
paper-1280,newly_exclude,generic_structural_material,high,Pipe erosion model lacks maintenance use-case
paper-1287,keep,still_relevant_physical_asset_maintenance,medium,Printing equipment predictive maintenance framework
paper-1294,keep,still_relevant_physical_asset_maintenance,medium,Quay wall lifecycle asset management
paper-1302,keep,still_relevant_physical_asset_maintenance,high,Aeroengine rotor reliability evaluation
paper-1315,newly_exclude,generic_structural_material,high,Generic concrete crack segmentation only
paper-1316,keep,still_relevant_physical_asset_maintenance,high,Power supply outage diagnostics and forecasting
paper-1321,newly_exclude,generic_nonmaintenance,medium,Metrology error dataset not maintenance
paper-1332,keep,still_relevant_physical_asset_maintenance,high,UAV engine sensing for health management
paper-1335,keep,still_relevant_physical_asset_maintenance,high,Industrial machine failure prediction framework
paper-1346,keep,still_relevant_physical_asset_maintenance,high,Industrial equipment failure prediction
paper-1355,keep,still_relevant_physical_asset_maintenance,medium,Substation equipment anomaly monitoring
paper-1359,keep,still_relevant_physical_asset_maintenance,medium,Packaging line digital twin for maintenance
paper-1360,keep,still_relevant_physical_asset_maintenance,high,Gas turbine failure prediction and planning
paper-1372,keep,still_relevant_physical_asset_maintenance,medium,Intelligent fault diagnosis for predictive maintenance
paper-1378,keep,still_relevant_physical_asset_maintenance,medium,Power grid digital twin maintenance planning
paper-1392,newly_exclude,generic_nonmaintenance,high,Broad printing AI overview
paper-1396,keep,still_relevant_physical_asset_maintenance,medium,Renewable energy systems predictive maintenance
paper-1397,keep,still_relevant_physical_asset_maintenance,medium,Bridge component damage monitoring study
paper-1399,keep,still_relevant_physical_asset_maintenance,high,Robotic drilling tool condition monitoring
paper-1405,newly_exclude,generic_structural_material,medium,Engine bearing simulation for design durability
paper-1407,keep,still_relevant_physical_asset_maintenance,high,Composting plant machinery predictive maintenance
paper-1410,keep,still_relevant_physical_asset_maintenance,high,Waste-to-energy reliability and repairs
paper-1416,keep,still_relevant_physical_asset_maintenance,high,Railway predictive maintenance framework
paper-1420,newly_exclude,geotechnical_natural_hazard,high,Seismic fragility not maintenance
paper-1433,keep,still_relevant_physical_asset_maintenance,high,Industrial sensor anomaly detection
paper-1434,keep,still_relevant_physical_asset_maintenance,high,Sensor battery life maintenance planning
paper-1435,keep,still_relevant_physical_asset_maintenance,medium,Oil condition monitoring method
paper-1437,keep,still_relevant_physical_asset_maintenance,medium,Semiconductor equipment anomaly detection
paper-1438,keep,still_relevant_physical_asset_maintenance,high,PV inverter health monitoring
paper-1443,keep,still_relevant_physical_asset_maintenance,medium,Wind farm cable testing supports service
paper-1447,newly_exclude,other_nonmaintenance,medium,Nuclear process monitoring not maintenance
paper-1448,newly_exclude,generic_nonmaintenance,high,Educational sensor network no asset case
paper-1458,keep,still_relevant_physical_asset_maintenance,high,IIoT predictive maintenance scheduling
paper-1460,newly_exclude,generic_structural_material,high,Tribology wear tester no maintenance decision
paper-1461,keep,still_relevant_physical_asset_maintenance,high,Industrial motor health anomaly detection
paper-1466,keep,still_relevant_physical_asset_maintenance,high,Gearbox fault severity diagnosis
paper-1467,keep,still_relevant_physical_asset_maintenance,medium,Switchgear reliability analysis supports decisions
paper-1474,keep,still_relevant_physical_asset_maintenance,medium,IIoT anomaly maintenance framework
paper-1478,newly_exclude,generic_structural_material,high,Graphene sensor material aging study
paper-1479,newly_exclude,generic_structural_material,high,Carbon fiber material defect inspection only
