id,decision,reason_category,confidence,notes
paper-3801,included,physical_asset_maintenance,high,HDD failure prediction from sensors
paper-3802,included,physical_asset_maintenance,high,Induction motor fault diagnosis
paper-3803,included,physical_asset_maintenance,high,Power asset health and maintenance planning
paper-3804,included,physical_asset_maintenance,medium,Tunnel deformation supports structural safety
paper-3805,included,physical_asset_maintenance,high,Bearing defect propagation condition monitoring
paper-3806,included,physical_asset_maintenance,high,EV battery predictive maintenance safety
paper-3807,included,physical_asset_maintenance,high,Aircraft availability and maintenance improvement
paper-3808,included,physical_asset_maintenance,high,Electrical machine fault diagnosis
paper-3809,excluded,other_nonmaintenance,high,Material simulation lacks maintenance purpose
paper-3810,excluded,generic_nonmaintenance_ai_control,high,Grid data use lacks maintenance focus
paper-3811,included,physical_asset_maintenance,high,Bearing incipient fault diagnosis
paper-3812,excluded,generic_nonmaintenance_ai_control,high,Healthcare digital twin lacks maintenance focus
paper-3813,included,physical_asset_maintenance,medium,Motor parameter estimation supports maintenance
paper-3814,included,physical_asset_maintenance,high,PV module health and fault detection
paper-3815,included,physical_asset_maintenance,medium,Battery degradation informs dispatch planning
paper-3816,included,physical_asset_maintenance,high,Reactor system reliability and maintenance
paper-3817,included,uncertain_but_included,medium,Railway big data includes maintenance context
paper-3818,included,physical_asset_maintenance,high,Rail degradation condition monitoring
paper-3819,included,physical_asset_maintenance,high,Offshore wind O and M anomaly detection
paper-3820,included,physical_asset_maintenance,high,Tool wear monitoring in machining
paper-3821,included,physical_asset_maintenance,high,SiC MOSFET temperature condition monitoring
paper-3822,excluded,environment_natural_system,high,Soil erosion resource study
paper-3823,included,physical_asset_maintenance,high,Hydraulic motor fault diagnosis
paper-3824,included,physical_asset_maintenance,high,Building moisture damage maintenance prediction
paper-3825,included,physical_asset_maintenance,high,Elevator rope monitoring for maintenance
paper-3826,included,physical_asset_maintenance,high,NPP turbine oil degradation management
paper-3827,excluded,software_it_cyber,high,DDoS mitigation not asset maintenance
paper-3828,included,physical_asset_maintenance,high,Machine condition monitoring indicators
paper-3829,included,physical_asset_maintenance,high,Actuator model applied to fault detection
paper-3830,included,physical_asset_maintenance,high,HVAC filtration predictive maintenance
paper-3831,excluded,software_it_cyber,high,Software defect prediction only
paper-3832,included,physical_asset_maintenance,high,Aircraft propulsion diagnostics and maintenance
paper-3833,included,physical_asset_maintenance,high,Transformer arcing fault monitoring
paper-3834,included,physical_asset_maintenance,high,Building electrical fault diagnosis
paper-3835,excluded,generic_nonmaintenance_ai_control,medium,Smart agriculture lacks asset maintenance target
paper-3836,included,physical_asset_maintenance,high,Boiler tube corrosion monitoring
paper-3837,included,physical_asset_maintenance,high,Production scheduling with maintenance planning
paper-3838,included,physical_asset_maintenance,high,Engine oil condition and change intervals
paper-3839,excluded,other_nonmaintenance,high,Material fracture tests lack maintenance aim
paper-3840,included,physical_asset_maintenance,high,Industrial actuator fault diagnosis
paper-3841,excluded,generic_nonmaintenance_ai_control,high,Grid state estimation lacks maintenance focus
paper-3842,included,physical_asset_maintenance,medium,Bridge cable vibration monitoring
paper-3843,included,physical_asset_maintenance,high,HDD reliability failure prediction
paper-3844,included,physical_asset_maintenance,high,Gear fault detection for condition monitoring
paper-3845,included,physical_asset_maintenance,high,Marine cable robotic inspection maintenance
paper-3846,included,physical_asset_maintenance,high,Condition monitoring drift detection
paper-3847,excluded,business_social_finance,high,Business failure prediction
paper-3848,included,physical_asset_maintenance,high,Generator demagnetisation condition monitoring
paper-3849,excluded,other_nonmaintenance,medium,Wind turbine model lacks maintenance task
paper-3850,excluded,biology_biotech_non_equipment,high,Food quality not equipment maintenance
paper-3851,included,physical_asset_maintenance,high,UPS maintenance data failure prediction
paper-3852,included,physical_asset_maintenance,high,Drilling tool condition monitoring
paper-3853,included,physical_asset_maintenance,high,Drainage digital twin predictive maintenance
paper-3854,included,physical_asset_maintenance,high,Bearing fault detection for carts
paper-3855,excluded,generic_nonmaintenance_ai_control,medium,Smart laboratory optimization lacks asset maintenance
paper-3856,included,physical_asset_maintenance,high,Marine engine and pump maintenance
paper-3857,included,physical_asset_maintenance,high,Medical device predictive maintenance
paper-3858,included,physical_asset_maintenance,high,Pavement maintenance optimization
paper-3859,excluded,generic_nonmaintenance_ai_control,high,Traffic anomaly detection not maintenance
paper-3860,included,physical_asset_maintenance,medium,Tyre defect inspection supports maintenance
paper-3861,excluded,software_it_cyber,high,Software defect prediction only
paper-3862,excluded,generic_nonmaintenance_ai_control,high,Conceptual IoT standards no maintenance use
