id,decision,reason_category,confidence,notes
paper-1801,included,physical_asset_maintenance,high,Pipeline failure risk prediction
paper-1802,excluded,generic_nonmaintenance_ai_control,high,Product defect prediction not maintenance
paper-1803,included,physical_asset_maintenance,high,Industrial RTU predictive maintenance
paper-1804,included,physical_asset_maintenance,high,Offshore wind turbine PdM
paper-1805,included,physical_asset_maintenance,high,Transformer fault diagnosis
paper-1806,excluded,environment_natural_system,high,Crop field delineation
paper-1807,included,physical_asset_maintenance,high,Monopile scour damage detection
paper-1808,excluded,generic_nonmaintenance_ai_control,high,Manufacturing AI requirements only
paper-1809,included,physical_asset_maintenance,high,PV inverter fault diagnosis
paper-1810,included,physical_asset_maintenance,high,PCB oven anomaly detection
paper-1811,included,physical_asset_maintenance,high,Wind blade damage inspection
paper-1812,included,physical_asset_maintenance,high,Bearing wear fault diagnosis
paper-1813,included,physical_asset_maintenance,medium,Turbine instability monitoring
paper-1814,included,physical_asset_maintenance,high,Rotating machine condition monitoring
paper-1815,included,physical_asset_maintenance,high,Bridge condition rating PdM
paper-1816,included,physical_asset_maintenance,high,Battery SOH estimation
paper-1817,included,physical_asset_maintenance,high,Induction motor aging monitoring
paper-1818,included,physical_asset_maintenance,high,Ship engine fuel system prognosis
paper-1819,included,physical_asset_maintenance,high,Healthcare equipment scheduling
paper-1820,included,physical_asset_maintenance,high,Bearing fault diagnosis
paper-1821,included,physical_asset_maintenance,high,Battery RUL prediction
paper-1822,excluded,clinical_human_outcome,high,Heart failure clinical prediction
paper-1823,included,physical_asset_maintenance,high,Ball bearing fault detection
paper-1824,excluded,clinical_human_outcome,high,Ectopic pregnancy treatment outcome
paper-1825,included,physical_asset_maintenance,high,Battery RUL prediction
paper-1826,included,physical_asset_maintenance,medium,Powers condition monitoring sensors
paper-1827,included,physical_asset_maintenance,medium,Wind tunnel condition monitoring
paper-1828,included,physical_asset_maintenance,high,Pipeline vessel maintenance management
paper-1829,included,physical_asset_maintenance,high,Battery RUL prediction
paper-1830,included,physical_asset_maintenance,high,Motor condition monitoring
paper-1831,included,physical_asset_maintenance,medium,Chemical process fault warning
paper-1832,included,physical_asset_maintenance,high,Fleet prognosis for turbofans
paper-1833,included,physical_asset_maintenance,high,Maintenance spare ordering optimization
paper-1834,included,physical_asset_maintenance,high,Cable degradation assessment
paper-1835,excluded,environment_natural_system,high,Landslide slope failure prediction
paper-1836,included,physical_asset_maintenance,high,Gas foil bearing monitoring
paper-1837,included,physical_asset_maintenance,high,CNC tool wear prediction
paper-1838,included,physical_asset_maintenance,high,Power transformer RUL prediction
paper-1839,excluded,generic_nonmaintenance_ai_control,medium,Generic pressure monitoring only
paper-1840,included,physical_asset_maintenance,high,Refrigeration equipment fault prediction
paper-1841,included,physical_asset_maintenance,high,Industrial machine anomaly detection
paper-1842,included,physical_asset_maintenance,medium,Wind equipment fault data platform
paper-1843,excluded,clinical_human_outcome,high,Heart rate monitoring
