id,decision,reason_category,confidence,notes
paper-0201,included,physical_asset_maintenance,high,tool wear monitoring
paper-0202,included,physical_asset_maintenance,high,structural damage identification
paper-0203,included,physical_asset_maintenance,medium,insulator leakage condition
paper-0204,included,physical_asset_maintenance,high,bearing fault diagnostics
paper-0205,included,physical_asset_maintenance,high,turbofan RUL prediction
paper-0206,included,physical_asset_maintenance,high,hull inspection planning
paper-0207,included,physical_asset_maintenance,high,battery degradation forecasting
paper-0208,included,physical_asset_maintenance,high,battery SOH estimation
paper-0209,included,physical_asset_maintenance,high,degradation maintenance optimization
paper-0210,included,physical_asset_maintenance,high,PV inverter fault prediction
paper-0211,excluded,clinical_human_outcome,high,patient respiratory failure
paper-0212,included,physical_asset_maintenance,high,compressor CBM framework
paper-0213,included,physical_asset_maintenance,high,heat exchanger fouling
paper-0214,included,physical_asset_maintenance,high,embedded condition monitoring
paper-0215,included,physical_asset_maintenance,high,PV degradation diagnosis
paper-0216,included,physical_asset_maintenance,high,BESS SOH and RUL
paper-0217,included,physical_asset_maintenance,high,PV fault diagnosis
paper-0218,included,physical_asset_maintenance,medium,BESS degradation-aware dispatch
paper-0219,included,physical_asset_maintenance,high,rotating machinery maintenance
paper-0220,excluded,generic_nonmaintenance_ai_control,high,power quality disturbances
paper-0221,included,physical_asset_maintenance,high,servomotor RUL framework
paper-0222,included,physical_asset_maintenance,high,fan fatigue life
paper-0223,included,physical_asset_maintenance,high,end mill life
paper-0224,included,physical_asset_maintenance,high,pipeline crack detection
paper-0225,included,physical_asset_maintenance,high,civil crack assessment
paper-0226,included,physical_asset_maintenance,high,ICD battery depletion
paper-0227,included,physical_asset_maintenance,high,industrial asset maintenance
paper-0228,included,physical_asset_maintenance,high,bearing RUL prognosis
paper-0229,included,physical_asset_maintenance,high,tool wear monitoring
paper-0230,excluded,generic_nonmaintenance_ai_control,medium,manufacturing data space only
paper-0231,included,physical_asset_maintenance,high,insulator condition monitoring
paper-0232,included,physical_asset_maintenance,high,bearing digital twin CM
paper-0233,included,physical_asset_maintenance,high,EV battery SOH
paper-0234,excluded,software_it_cyber,high,IIoT intrusion detection
paper-0235,included,physical_asset_maintenance,high,assembly failure detection
paper-0236,included,physical_asset_maintenance,high,gear wear diagnostics
paper-0237,included,physical_asset_maintenance,medium,motor vibration analysis
paper-0238,included,physical_asset_maintenance,high,contactor fault diagnosis
paper-0239,included,physical_asset_maintenance,high,TBC NDE for turbines
paper-0240,included,physical_asset_maintenance,high,rail slab fatigue
paper-0241,included,physical_asset_maintenance,high,RC corrosion cracking
paper-0242,included,physical_asset_maintenance,high,rail track defect detection
paper-0243,included,physical_asset_maintenance,high,wind gearbox bearing RUL
paper-0244,included,physical_asset_maintenance,high,battery RUL prediction
paper-0245,included,physical_asset_maintenance,high,tool wear trends
paper-0246,included,physical_asset_maintenance,high,spindle motor anomalies
paper-0247,included,physical_asset_maintenance,high,cutter wear selection
paper-0248,included,physical_asset_maintenance,medium,remote maintenance handling
paper-0249,excluded,generic_nonmaintenance_ai_control,medium,generic digital twin architecture
paper-0250,included,physical_asset_maintenance,high,UAV battery degradation
paper-0251,included,physical_asset_maintenance,medium,nozzle failure monitoring
paper-0252,included,physical_asset_maintenance,high,EV battery diagnostics
paper-0253,included,physical_asset_maintenance,high,rotating machinery degradation
paper-0254,included,physical_asset_maintenance,high,PV module fault diagnosis
paper-0255,included,physical_asset_maintenance,high,industrial equipment PdM
paper-0256,included,physical_asset_maintenance,high,industrial fault diagnosis
paper-0257,included,physical_asset_maintenance,high,bearing condition monitoring
paper-0258,included,physical_asset_maintenance,high,mining equipment RUL
paper-0259,included,physical_asset_maintenance,high,industrial RUL prediction
paper-0260,included,uncertain_but_included,medium,generic RUL reliability
paper-0261,included,physical_asset_maintenance,high,bearing RUL prediction
paper-0262,included,physical_asset_maintenance,high,rotor fault PHM
paper-0263,included,physical_asset_maintenance,high,wind generator RUL
paper-0264,included,physical_asset_maintenance,high,aero engine RUL
paper-0265,included,physical_asset_maintenance,high,line insulator monitoring
paper-0266,excluded,clinical_human_outcome,high,stroke risk prediction
paper-0267,included,physical_asset_maintenance,high,aircraft structure damage
paper-0268,included,physical_asset_maintenance,high,wind turbine PdM
paper-0269,included,physical_asset_maintenance,high,industrial lifecycle maintenance
paper-0270,included,physical_asset_maintenance,high,TBM cutter monitoring
paper-0271,excluded,generic_nonmaintenance_ai_control,medium,generic MLOps monitoring app
paper-0272,included,physical_asset_maintenance,medium,fan status forecasting
paper-0273,included,physical_asset_maintenance,high,rolling mill anomaly detection
paper-0274,excluded,other_nonmaintenance,medium,mortar material testing
paper-0275,included,physical_asset_maintenance,medium,compressor efficiency monitoring
paper-0276,included,uncertain_but_included,medium,generic reliability risk
paper-0277,included,physical_asset_maintenance,high,pipeline corrosion maintenance
paper-0278,included,physical_asset_maintenance,high,aero engine RUL
paper-0279,included,physical_asset_maintenance,medium,NDE image classification
paper-0280,included,physical_asset_maintenance,high,gearbox early fault detection
paper-0281,excluded,generic_nonmaintenance_ai_control,medium,battery SOC only
paper-0282,included,physical_asset_maintenance,high,wind gearbox diagnosis
paper-0283,excluded,other_nonmaintenance,medium,composite design failure
paper-0284,included,physical_asset_maintenance,high,heat exchanger anomalies
paper-0285,included,physical_asset_maintenance,high,infusion pump maintenance reports
paper-0286,included,physical_asset_maintenance,high,bearing incipient faults
paper-0287,included,physical_asset_maintenance,high,fuel cell degradation
paper-0288,excluded,generic_nonmaintenance_ai_control,medium,battery material regeneration
paper-0289,included,physical_asset_maintenance,high,bearing fault data synthesis
paper-0290,included,physical_asset_maintenance,high,rotating machinery diagnosis
paper-0291,excluded,other_nonmaintenance,medium,arc physics study
paper-0292,excluded,software_it_cyber,high,cloud disaster recovery
paper-0293,included,physical_asset_maintenance,medium,pipe anomaly detection
paper-0294,included,physical_asset_maintenance,high,road crack detection
