id,decision,reason_category,confidence,notes
paper-1201,included,physical_asset_maintenance,high,Battery RUL prediction
paper-1202,included,uncertain_but_included,medium,Wind platform offset monitoring
paper-1203,included,physical_asset_maintenance,high,Industrial predictive maintenance
paper-1204,included,physical_asset_maintenance,high,Distribution grid prescriptive maintenance
paper-1205,included,physical_asset_maintenance,high,Tire health monitoring sensor
paper-1206,included,physical_asset_maintenance,high,Pump bearing RUL prediction
paper-1207,included,physical_asset_maintenance,high,Helicopter vibration diagnostics
paper-1208,included,physical_asset_maintenance,high,Manufacturing predictive maintenance
paper-1209,included,physical_asset_maintenance,medium,Rail pantograph condition monitoring
paper-1210,included,physical_asset_maintenance,high,Smart manufacturing predictive maintenance
paper-1211,included,physical_asset_maintenance,high,Bearing signal condition monitoring
paper-1212,included,physical_asset_maintenance,high,HEV power fault diagnosis
paper-1213,included,physical_asset_maintenance,high,Railway fastener condition monitoring
paper-1214,included,physical_asset_maintenance,medium,Dredger cutter tooth wear
paper-1215,excluded,software_it_cyber,high,Task offloading not maintenance
paper-1216,excluded,generic_nonmaintenance_ai_control,high,Sustainable manufacturing overview
paper-1217,excluded,acronym_collision,high,CBM means conduction band minimum
paper-1218,included,physical_asset_maintenance,medium,Circuit breaker fault effects
paper-1219,included,physical_asset_maintenance,high,Induction motor fault diagnosis
paper-1220,excluded,environment_natural_system,high,Groundwater remediation study
paper-1221,included,physical_asset_maintenance,high,Hard disk failure prediction
paper-1222,included,physical_asset_maintenance,high,Renewable system fault diagnosis
paper-1223,included,physical_asset_maintenance,high,Battery RUL prediction
paper-1224,included,uncertain_but_included,medium,Sensor material aging reliability
paper-1225,included,physical_asset_maintenance,high,Maintenance crew evaluation
paper-1226,included,physical_asset_maintenance,high,Instrumentation drift calibration
paper-1227,included,physical_asset_maintenance,high,Pipeline deposit cleaning maintenance
paper-1228,included,physical_asset_maintenance,medium,Motor drive condition monitoring
paper-1229,included,uncertain_but_included,medium,Transport predictive maintenance applications
paper-1230,included,physical_asset_maintenance,high,Shop floor condition monitoring
paper-1231,included,physical_asset_maintenance,high,Vehicle fault diagnosis
paper-1232,included,physical_asset_maintenance,high,Power line asset inspection
paper-1233,included,physical_asset_maintenance,high,Industrial condition monitoring
paper-1234,included,physical_asset_maintenance,high,Sewer asset failure prediction
paper-1235,included,physical_asset_maintenance,high,Industrial gauge monitoring
paper-1236,included,physical_asset_maintenance,high,Aircraft engine RUL maintenance
paper-1237,included,physical_asset_maintenance,high,Milling tool wear estimation
paper-1238,included,physical_asset_maintenance,high,Gas pipeline integrity monitoring
paper-1239,included,physical_asset_maintenance,high,Railway crack monitoring
paper-1240,included,physical_asset_maintenance,high,Fleet predictive maintenance optimization
paper-1241,included,physical_asset_maintenance,high,Railway wagon CBM purchasing
paper-1242,excluded,software_it_cyber,high,Edge data governance only
paper-1243,excluded,environment_natural_system,high,Crop condition monitoring
paper-1244,included,physical_asset_maintenance,high,Industrial maintenance strategy selection
paper-1245,included,physical_asset_maintenance,high,Wind turbine maintenance optimization
paper-1246,included,physical_asset_maintenance,medium,Aerospace structural health sensing
paper-1247,included,physical_asset_maintenance,high,Converter capacitor condition monitoring
paper-1248,excluded,software_it_cyber,medium,Python data processing benchmark
paper-1249,included,physical_asset_maintenance,high,PV inverter degradation detection
paper-1250,excluded,biology_biotech_non_equipment,high,Cacao disease biology
paper-1251,included,physical_asset_maintenance,high,Pavement condition monitoring
paper-1252,included,physical_asset_maintenance,high,Agricultural machine condition monitoring
paper-1253,included,physical_asset_maintenance,high,Plain bearing condition monitoring
paper-1254,included,physical_asset_maintenance,high,PEMWE stack RUL prediction
paper-1255,included,physical_asset_maintenance,medium,Reused battery remaining life
paper-1256,included,physical_asset_maintenance,high,Inverter fault detection
paper-1257,included,physical_asset_maintenance,high,Automotive camera degradation
paper-1258,included,physical_asset_maintenance,high,Marine shaft bearing monitoring
paper-1259,excluded,business_social_finance,high,Corporate bankruptcy prediction
paper-1260,included,uncertain_but_included,medium,Industrial fault detection scope unclear
paper-1261,included,physical_asset_maintenance,high,Predictive maintenance anomaly detection
paper-1262,included,physical_asset_maintenance,high,Shaft seal condition monitoring
paper-1263,included,physical_asset_maintenance,high,Wind blade fault diagnosis
paper-1264,included,physical_asset_maintenance,high,Transformer oil fault diagnosis
paper-1265,included,physical_asset_maintenance,high,EV drive condition monitoring
paper-1266,included,physical_asset_maintenance,high,Transmission line fault diagnosis
paper-1267,included,physical_asset_maintenance,high,Engine vibration diagnostics
paper-1268,included,physical_asset_maintenance,high,EV drive motor fault diagnosis
paper-1269,included,physical_asset_maintenance,high,Transformer winding condition detection
paper-1270,included,physical_asset_maintenance,high,Power cable CBM localization
paper-1271,excluded,software_it_cyber,high,Software fault prediction
paper-1272,included,physical_asset_maintenance,medium,Spare part maintenance forecasting
paper-1273,included,physical_asset_maintenance,high,Battery degradation RUL
paper-1274,included,physical_asset_maintenance,high,Charging pile fault prediction
paper-1275,included,physical_asset_maintenance,high,Aircraft actuator PHM
paper-1276,included,physical_asset_maintenance,high,Axial pump condition monitoring
paper-1277,included,physical_asset_maintenance,high,Engineering equipment digital twin
paper-1278,included,physical_asset_maintenance,medium,Battery discharge prognosis
paper-1279,excluded,environment_natural_system,high,Forest resilience modeling
paper-1280,included,physical_asset_maintenance,medium,GRP pipe degradation modeling
paper-1281,excluded,clinical_human_outcome,high,Depression treatment prognosis
paper-1282,included,physical_asset_maintenance,high,Engine oil RUL prediction
paper-1283,included,physical_asset_maintenance,high,EV motor insulation diagnosis
paper-1284,included,physical_asset_maintenance,high,Aircraft maintenance order prediction
paper-1285,excluded,generic_nonmaintenance_ai_control,high,Motor design dataset only
paper-1286,excluded,business_social_finance,high,Gallery management not assets
paper-1287,included,physical_asset_maintenance,medium,Printing lab predictive maintenance
paper-1288,included,physical_asset_maintenance,high,Gas turbine anomaly detection
paper-1289,included,physical_asset_maintenance,high,Cutting tool wear monitoring
paper-1290,excluded,clinical_human_outcome,high,Older adult loneliness monitoring
paper-1291,excluded,generic_nonmaintenance_ai_control,medium,Workpiece cracking process prediction
paper-1292,excluded,generic_nonmaintenance_ai_control,medium,Motion precision process optimization
paper-1293,included,physical_asset_maintenance,high,AI preventive maintenance development
paper-1294,included,physical_asset_maintenance,medium,Quay wall lifecycle modeling
paper-1295,included,physical_asset_maintenance,high,PV panel degradation diagnostics
paper-1296,included,physical_asset_maintenance,high,CT scanner failure reliability
paper-1297,included,physical_asset_maintenance,high,Printing line CBM
paper-1298,included,physical_asset_maintenance,high,Rail track condition monitoring
paper-1299,included,physical_asset_maintenance,high,Bearing fault diagnosis
paper-1300,included,physical_asset_maintenance,high,Concrete anchorage fatigue monitoring
paper-1301,excluded,other_nonmaintenance,medium,Smoke hazard monitoring
paper-1302,included,physical_asset_maintenance,high,Aeroengine rotor reliability
paper-1303,included,physical_asset_maintenance,high,Nuclear sensor CBM
paper-1304,included,physical_asset_maintenance,high,Industrial digital twin monitoring
paper-1305,included,physical_asset_maintenance,high,Cutting tool maintenance decisions
paper-1306,included,physical_asset_maintenance,high,Rolling bearing diagnosis prognosis
paper-1307,included,physical_asset_maintenance,high,Chute liner wear prediction
paper-1308,included,physical_asset_maintenance,high,Lithium battery RUL prediction
paper-1309,included,physical_asset_maintenance,high,Lithium battery SOH estimation
paper-1310,included,physical_asset_maintenance,high,RV reducer bearing diagnosis
paper-1311,included,physical_asset_maintenance,high,Transformer state assessment
paper-1312,excluded,environment_natural_system,medium,Rock slope failure prediction
paper-1313,included,physical_asset_maintenance,high,Analog circuit fault diagnosis
paper-1314,included,physical_asset_maintenance,high,Road predictive maintenance planning
paper-1315,included,physical_asset_maintenance,medium,Concrete crack damage detection
paper-1316,included,physical_asset_maintenance,high,Mining power supply diagnostics
paper-1317,included,physical_asset_maintenance,high,Battery RUL prediction
paper-1318,included,physical_asset_maintenance,high,Vehicle predictive maintenance
paper-1319,included,physical_asset_maintenance,high,Bearing fault diagnosis
paper-1320,included,physical_asset_maintenance,high,Motor bearing anomaly detection
paper-1321,included,uncertain_but_included,medium,Nanoindentation system error detection
paper-1322,included,physical_asset_maintenance,high,Battery health assessment
paper-1323,included,physical_asset_maintenance,high,Induction machine bearing detection
paper-1324,included,physical_asset_maintenance,high,Ball bearing fault detection
paper-1325,included,physical_asset_maintenance,high,Hydro generator fault detection
paper-1326,included,physical_asset_maintenance,high,Bearing RUL prediction
paper-1327,included,physical_asset_maintenance,high,Cable insulation condition assessment
paper-1328,included,physical_asset_maintenance,high,Milling tool wear detection
paper-1329,included,physical_asset_maintenance,high,Wind turbine generator diagnosis
paper-1330,included,physical_asset_maintenance,high,Transformer OLTC anomaly forecasting
paper-1331,included,physical_asset_maintenance,high,Nuclear cooling predictive maintenance
paper-1332,included,uncertain_but_included,medium,UAV engine health sensing
paper-1333,included,physical_asset_maintenance,high,Bearing fault diagnosis
paper-1334,included,physical_asset_maintenance,high,PV panel predictive maintenance
paper-1335,included,physical_asset_maintenance,high,Smart manufacturing predictive maintenance
paper-1336,included,physical_asset_maintenance,high,Traction motor bearing diagnosis
paper-1337,included,physical_asset_maintenance,high,Gearbox residual life prediction
paper-1338,excluded,generic_nonmaintenance_ai_control,medium,Additive process monitoring
paper-1339,included,physical_asset_maintenance,high,Wind generator sensor fault detection
paper-1340,included,physical_asset_maintenance,high,EV charging anomaly detection
paper-1341,included,physical_asset_maintenance,high,Machinery acoustic fault detection
paper-1342,included,physical_asset_maintenance,high,Conveyor gear condition monitoring
paper-1343,included,physical_asset_maintenance,high,Medium voltage cable diagnostics
paper-1344,included,physical_asset_maintenance,high,Ship equipment condition assessment
paper-1345,included,physical_asset_maintenance,high,Rail track RUL maintenance
paper-1346,included,physical_asset_maintenance,high,Equipment failure prediction
paper-1347,included,physical_asset_maintenance,high,Tool wear detection system
paper-1348,included,physical_asset_maintenance,high,Helical gear condition monitoring
paper-1349,included,physical_asset_maintenance,high,Marine engine fault diagnosis
paper-1350,excluded,generic_nonmaintenance_ai_control,high,Mining IoT standardization
paper-1351,included,physical_asset_maintenance,high,Aeroengine RUL prognostics
paper-1352,included,physical_asset_maintenance,high,Robot drive fault diagnosis
paper-1353,included,physical_asset_maintenance,high,Road damage maintenance detection
paper-1354,included,physical_asset_maintenance,high,Grid power quality maintenance
paper-1355,included,physical_asset_maintenance,medium,Substation anomaly detection
paper-1356,included,physical_asset_maintenance,high,Wind blade fault detection
paper-1357,included,physical_asset_maintenance,high,Degradation model selection
paper-1358,included,physical_asset_maintenance,high,Planetary gear maintenance modeling
paper-1359,included,uncertain_but_included,medium,Generic DT with PdM keyword
paper-1360,included,physical_asset_maintenance,high,Gas turbine failure prediction
paper-1361,included,physical_asset_maintenance,high,Industrial pump fault detection
paper-1362,excluded,other_nonmaintenance,high,Construction freezing simulation
paper-1363,included,physical_asset_maintenance,high,Transformer PHM fault diagnosis
paper-1364,included,physical_asset_maintenance,high,Infrastructure DT maintenance interface
paper-1365,included,physical_asset_maintenance,high,Wind blade defect detection
paper-1366,included,physical_asset_maintenance,high,Tower grounding health monitoring
paper-1367,included,physical_asset_maintenance,high,Train equipment maintenance optimization
paper-1368,included,physical_asset_maintenance,high,IGBT lifetime reliability
paper-1369,included,physical_asset_maintenance,high,Bearing fault prediction
paper-1370,included,physical_asset_maintenance,high,Oil well predictive maintenance
paper-1371,included,physical_asset_maintenance,high,PMSG fault diagnosis
paper-1372,included,physical_asset_maintenance,medium,Fault diagnosis transfer learning
paper-1373,included,physical_asset_maintenance,high,Aircraft engine RUL prediction
paper-1374,excluded,generic_nonmaintenance_ai_control,high,Household energy forecasting
paper-1375,included,physical_asset_maintenance,high,Maritime powertrain condition monitoring
paper-1376,excluded,generic_nonmaintenance_ai_control,high,Job scheduling optimization
paper-1377,included,physical_asset_maintenance,high,Gearbox wear monitoring
paper-1378,included,physical_asset_maintenance,medium,Grid digital twin maintenance
paper-1379,included,physical_asset_maintenance,high,Data-driven maintenance planning
paper-1380,included,physical_asset_maintenance,high,Battery degradation diagnostics
paper-1381,included,physical_asset_maintenance,high,Agricultural machinery diagnostics
paper-1382,excluded,acronym_collision,high,PDM means pulse density modulation
