id,decision,reason_category,confidence,notes
paper-3601,included,physical_asset_maintenance,high,Rail grinding roughness affects crack initiation
paper-3602,included,physical_asset_maintenance,high,Marine engine oil water condition monitoring
paper-3603,included,physical_asset_maintenance,high,Wayside wheel defect identification
paper-3604,included,physical_asset_maintenance,high,Turbocharger vibration diagnostics for maintenance
paper-3605,included,physical_asset_maintenance,high,Power grid fault detection
paper-3606,included,physical_asset_maintenance,high,RUL prediction for rotating components
paper-3607,included,physical_asset_maintenance,high,Vehicle maintenance demand prediction
paper-3608,excluded,environment_natural_system,high,Sea ice navigation risk classification
paper-3609,excluded,other_nonmaintenance,high,Generator inertia measurement not maintenance
paper-3610,included,physical_asset_maintenance,high,Wave energy converter fault diagnosis
paper-3611,included,physical_asset_maintenance,high,PV system fault detection
paper-3612,excluded,software_it_cyber,high,Rail cybersecurity management focus
paper-3613,included,physical_asset_maintenance,high,Bearing failure preventive monitoring
paper-3614,excluded,generic_nonmaintenance_ai_control,high,Generic Petri net prognosis no asset
paper-3615,included,uncertain_but_included,medium,Robotic arm digital twin mentions maintenance
paper-3616,included,physical_asset_maintenance,high,EV motor stator fault diagnosis
paper-3617,included,physical_asset_maintenance,high,Induction motor bearing health assessment
paper-3618,included,physical_asset_maintenance,medium,Testing apparatus digital twin supports maintenance
paper-3619,included,physical_asset_maintenance,high,Energy grid condition and cyber monitoring
paper-3620,included,uncertain_but_included,low,Rule mining for predictive maintenance review
paper-3621,excluded,generic_nonmaintenance_ai_control,high,Product inspection and process monitoring only
paper-3622,included,physical_asset_maintenance,high,SiC module current condition monitoring
paper-3623,excluded,generic_nonmaintenance_ai_control,high,Sensor calibration not asset maintenance
paper-3624,excluded,clinical_human_outcome,high,Heart disease prediction
paper-3625,included,physical_asset_maintenance,medium,Structural health monitoring for construction failures
paper-3626,included,physical_asset_maintenance,high,Petrochemical rotating machinery fault detection
paper-3627,included,physical_asset_maintenance,medium,Printing studio system includes predictive maintenance
paper-3628,included,physical_asset_maintenance,high,Motor bearing aging assessment
paper-3629,included,physical_asset_maintenance,high,Distribution cable defect diagnosis
paper-3630,included,physical_asset_maintenance,high,Phased array element fault detection
paper-3631,included,physical_asset_maintenance,high,Solar PV fault classification
paper-3632,included,physical_asset_maintenance,high,Battery SOH forecasting
paper-3633,included,physical_asset_maintenance,high,Dental equipment predictive maintenance
paper-3634,included,physical_asset_maintenance,high,GaN device condition monitoring
paper-3635,excluded,clinical_human_outcome,high,Human weight maintenance intervention
paper-3636,included,physical_asset_maintenance,high,Industrial equipment performance condition monitoring
paper-3637,included,physical_asset_maintenance,high,Industrial fan severity fault diagnosis
paper-3638,excluded,generic_nonmaintenance_ai_control,high,Rail adhesion estimation for control
paper-3639,included,physical_asset_maintenance,high,IIoT fault detection digital twin
paper-3640,included,physical_asset_maintenance,high,Railway track anomaly detection
paper-3641,excluded,acronym_collision,high,FBCM is beam condition monitoring
paper-3642,included,physical_asset_maintenance,high,Thermal power unit condition warning
paper-3643,included,physical_asset_maintenance,high,IIoT maintenance policy optimization
paper-3644,included,physical_asset_maintenance,high,Power transformer fault diagnosis
paper-3645,included,physical_asset_maintenance,high,Cable damage localization monitoring
paper-3646,included,physical_asset_maintenance,high,Induction motor fault detection
paper-3647,included,physical_asset_maintenance,high,Coating damage nondestructive assessment
paper-3648,excluded,generic_nonmaintenance_ai_control,high,Property energy optimization only
paper-3649,included,physical_asset_maintenance,high,SiC MOSFET health monitoring
paper-3650,excluded,software_it_cyber,high,Telecom network digital twin
paper-3651,included,physical_asset_maintenance,high,Aircraft capacitor condition monitoring
paper-3652,included,physical_asset_maintenance,high,District heating pipe failure prediction
paper-3653,excluded,generic_nonmaintenance_ai_control,high,Generic deep learning efficiency review
paper-3654,included,physical_asset_maintenance,high,Rotating machinery fault diagnosis
paper-3655,included,uncertain_but_included,medium,Condition monitoring method likely machinery
paper-3656,included,physical_asset_maintenance,high,Pavement distress maintenance decision support
paper-3657,included,physical_asset_maintenance,high,NPC inverter condition monitoring
paper-3658,included,physical_asset_maintenance,medium,Axle-box bearing thermal damage analysis
paper-3659,excluded,clinical_human_outcome,high,Heart failure outcome prediction
paper-3660,included,physical_asset_maintenance,high,Steel bridge damage identification
paper-3661,included,physical_asset_maintenance,high,Circuit breaker health monitoring
paper-3662,excluded,other_nonmaintenance,high,Material strength prediction not maintenance
paper-3663,excluded,generic_nonmaintenance_ai_control,high,Generic signal processing hardware
paper-3664,excluded,environment_natural_system,high,Permafrost thermal modeling
paper-3665,included,physical_asset_maintenance,high,Asphalt pavement health monitoring
paper-3666,included,physical_asset_maintenance,high,Roller bearing fault diagnosis
paper-3667,excluded,biology_biotech_non_equipment,high,Crop pest population study
paper-3668,excluded,software_it_cyber,high,Software fault prediction
paper-3669,included,physical_asset_maintenance,high,Transformer deformation diagnosis
paper-3670,included,physical_asset_maintenance,high,Bearing degradation simulator for diagnostics
paper-3671,included,physical_asset_maintenance,high,Wheelchair part failure maintenance
paper-3672,excluded,generic_nonmaintenance_ai_control,high,Driving safety surface classification only
paper-3673,included,physical_asset_maintenance,high,Robot joint condition monitoring
paper-3674,included,physical_asset_maintenance,high,Cable online condition monitoring
paper-3675,included,physical_asset_maintenance,high,Transmission line failure prediction
paper-3676,included,physical_asset_maintenance,high,Pipe crack inspection and RUL
paper-3677,excluded,environment_natural_system,high,Geological coal seam fault detection
paper-3678,included,physical_asset_maintenance,high,Heritage building predictive maintenance
paper-3679,included,physical_asset_maintenance,high,Inverter component degradation estimation
paper-3680,excluded,software_it_cyber,high,Mobile network traffic anomaly detection
paper-3681,included,physical_asset_maintenance,high,Engine bearing health diagnostics
paper-3682,excluded,generic_nonmaintenance_ai_control,high,Generic generative AI industry review
paper-3683,included,physical_asset_maintenance,high,Shipboard insulation degradation testing
paper-3684,excluded,generic_nonmaintenance_ai_control,high,Neural pruning methods not maintenance
paper-3685,excluded,other_nonmaintenance,high,Perimeter security drone detection
paper-3686,included,uncertain_but_included,medium,Drive modes support truck diagnostics
paper-3687,included,uncertain_but_included,medium,Generic digital twin condition monitoring
paper-3688,excluded,environment_natural_system,high,Lake sedimentation assessment
paper-3689,included,physical_asset_maintenance,high,Aircraft inspection maintenance optimization
paper-3690,included,physical_asset_maintenance,high,Boiler steel remaining life assessment
paper-3691,included,physical_asset_maintenance,high,Industrial machine fault detection
paper-3692,included,physical_asset_maintenance,high,Pavement patch condition evaluation
paper-3693,included,physical_asset_maintenance,high,Mine hoist equipment maintenance graph
paper-3694,excluded,other_nonmaintenance,high,Hypergraph algorithm maintenance only
paper-3695,excluded,other_nonmaintenance,high,Weld strength prediction not maintenance
paper-3696,included,physical_asset_maintenance,high,Wind turbine fault diagnosis
paper-3697,included,physical_asset_maintenance,high,Power line fault detection
paper-3698,included,physical_asset_maintenance,medium,Vehicle emissions support diagnostics
paper-3699,included,physical_asset_maintenance,high,Hydropower pump inlet blockage monitoring
paper-3700,included,physical_asset_maintenance,high,Motor bearing fault classification
paper-3701,included,physical_asset_maintenance,medium,Sensor placement for vibration monitoring
paper-3702,included,physical_asset_maintenance,high,Prognostic framework for complex assets
paper-3703,included,physical_asset_maintenance,high,Compressor reliability centered maintenance
paper-3704,included,physical_asset_maintenance,high,Pavement condition monitoring
paper-3705,included,physical_asset_maintenance,high,Pump fault detection and RUL
paper-3706,included,physical_asset_maintenance,high,Valve predictive diagnosis
paper-3707,included,physical_asset_maintenance,high,Induction motor fault detection
paper-3708,included,physical_asset_maintenance,high,Machine imbalance fault detection
paper-3709,included,physical_asset_maintenance,high,Power distribution anomaly detection
paper-3710,excluded,clinical_human_outcome,high,Patient heart failure risk prediction
paper-3711,excluded,generic_nonmaintenance_ai_control,medium,CAN data embedding not maintenance
paper-3712,included,physical_asset_maintenance,high,Welding tool condition monitoring
paper-3713,included,physical_asset_maintenance,high,Motor fault classification
paper-3714,included,physical_asset_maintenance,high,Fan vibration condition monitoring
paper-3715,included,physical_asset_maintenance,high,Bearing fault diagnosis
paper-3716,included,physical_asset_maintenance,high,Transmission insulator condition monitoring
paper-3717,included,physical_asset_maintenance,high,Cable replacement planning
paper-3718,included,physical_asset_maintenance,high,Wind blade damage detection
paper-3719,included,physical_asset_maintenance,high,Microgrid maintenance strategy optimization
paper-3720,excluded,generic_nonmaintenance_ai_control,medium,Technology transfer discussion only
paper-3721,included,physical_asset_maintenance,high,Transformer acoustic monitoring layout
paper-3722,excluded,environment_natural_system,high,Landslide natural hazard monitoring
paper-3723,included,physical_asset_maintenance,medium,Power system disturbance detection
paper-3724,excluded,clinical_human_outcome,high,Mole biomarker prognosis
paper-3725,included,physical_asset_maintenance,high,Pipeline maintenance strategy prediction
paper-3726,excluded,software_it_cyber,high,Kubernetes pod failure prediction
paper-3727,excluded,software_it_cyber,high,Communications architecture not maintenance
paper-3728,included,physical_asset_maintenance,high,Solar plant defect fire detection
paper-3729,included,physical_asset_maintenance,high,Saturable reactor fastener fault diagnosis
paper-3730,included,physical_asset_maintenance,high,Bridge corrosion failure assessment
paper-3731,included,physical_asset_maintenance,high,New energy equipment fault prediction
paper-3732,included,physical_asset_maintenance,high,Rail inspection predictive maintenance
paper-3733,included,uncertain_but_included,medium,Includes aircraft windshield reliability case
