id,decision,reason_category,confidence,notes
paper-0801,included,physical_asset_maintenance,high,Marine engine injector fault monitoring
paper-0802,included,physical_asset_maintenance,high,Equipment RUL supports condition-based maintenance
paper-0803,included,uncertain_but_included,medium,Sensors for industrial monitoring
paper-0804,included,physical_asset_maintenance,high,Power transformer life prediction
paper-0805,included,physical_asset_maintenance,high,Bus engine fire maintenance policies
paper-0806,included,physical_asset_maintenance,high,Tunnel crack detection for inspections
paper-0807,included,physical_asset_maintenance,high,Straddle carrier spreader fault forecasting
paper-0808,included,physical_asset_maintenance,high,Fuel cell fault detection and RUL
paper-0809,included,physical_asset_maintenance,high,Smart manufacturing predictive maintenance framework
paper-0810,included,physical_asset_maintenance,high,Bearing anomaly detection in PHM
paper-0811,included,physical_asset_maintenance,high,EV battery RUL prediction
paper-0812,included,physical_asset_maintenance,high,Automotive predictive maintenance architecture
paper-0813,excluded,generic_nonmaintenance_ai_control,high,Generic tabular anomaly detection
paper-0814,included,physical_asset_maintenance,high,Wind turbine component anomaly detection
paper-0815,included,physical_asset_maintenance,high,Mechanical system RUL prediction
paper-0816,included,physical_asset_maintenance,medium,Rail track defect assessment
paper-0817,included,physical_asset_maintenance,high,Battery short circuit fault prediction
paper-0818,included,physical_asset_maintenance,high,Bearing RUL prediction
paper-0819,included,physical_asset_maintenance,high,Product degradation reliability PHM
paper-0820,included,physical_asset_maintenance,high,Freight train condition monitoring
paper-0821,included,physical_asset_maintenance,high,Tap changer fault diagnosis
paper-0822,included,physical_asset_maintenance,high,Battery SOH and RUL prediction
paper-0823,included,physical_asset_maintenance,high,Pneumatic seal degradation assessment
paper-0824,included,physical_asset_maintenance,high,Renewable asset fault prediction
paper-0825,included,physical_asset_maintenance,high,EV charging infrastructure fault detection
paper-0826,included,physical_asset_maintenance,high,Lithium battery RUL prediction
paper-0827,included,physical_asset_maintenance,high,Converter station equipment condition assessment
paper-0828,excluded,environment_natural_system,medium,Wildfire risk not asset maintenance
paper-0829,included,physical_asset_maintenance,high,Rolling bearing RUL prediction
paper-0830,included,physical_asset_maintenance,high,Bearing fault diagnosis in cart systems
paper-0831,included,physical_asset_maintenance,high,Industrial pump predictive maintenance
paper-0832,included,physical_asset_maintenance,high,Gear fault diagnostics
paper-0833,included,physical_asset_maintenance,medium,NDT crack detection for parts
paper-0834,included,physical_asset_maintenance,high,RUL uncertainty analysis for PHM
paper-0835,included,uncertain_but_included,medium,NPP digital twin mentions maintenance
paper-0836,included,physical_asset_maintenance,high,Distillation unit anomaly and fault detection
paper-0837,included,physical_asset_maintenance,high,Solar panel real-time diagnostics
paper-0838,excluded,generic_nonmaintenance_ai_control,high,Rail control logic not maintenance
paper-0839,included,physical_asset_maintenance,high,Belt drive predictive maintenance
paper-0840,included,physical_asset_maintenance,high,RUL benchmarking for maintenance
paper-0841,included,physical_asset_maintenance,high,Power electronics reliability and RUL
paper-0842,excluded,other_nonmaintenance,medium,Material fracture modeling only
paper-0843,included,physical_asset_maintenance,high,Wind turbine predictive maintenance
