id,decision,reason_category,confidence,notes
paper-1601,included,physical_asset_maintenance,high,PdM RUL maintenance scheduling
paper-1602,included,physical_asset_maintenance,high,cutting tool wear monitoring
paper-1603,included,physical_asset_maintenance,medium,rail slab structural monitoring
paper-1604,included,physical_asset_maintenance,high,battery SOH and RUL
paper-1605,excluded,generic_nonmaintenance_ai_control,high,photocatalyst materials study
paper-1606,excluded,generic_nonmaintenance_ai_control,high,ride control not maintenance
paper-1607,included,physical_asset_maintenance,high,traffic sign asset condition
paper-1608,included,physical_asset_maintenance,high,engineering degradation monitoring
paper-1609,included,physical_asset_maintenance,high,tool wear condition monitoring
paper-1610,included,physical_asset_maintenance,medium,mold cooling degradation model
paper-1611,excluded,generic_nonmaintenance_ai_control,high,image captioning not maintenance
paper-1612,included,physical_asset_maintenance,high,SOFC fault diagnosis
paper-1613,included,physical_asset_maintenance,high,IC interconnect failure prediction
paper-1614,included,physical_asset_maintenance,high,bearing fault diagnosis
paper-1615,included,physical_asset_maintenance,high,drill bit failure analysis
paper-1616,excluded,environment_natural_system,high,wildfire risk management
paper-1617,included,physical_asset_maintenance,high,industrial fault prediction data
paper-1618,included,physical_asset_maintenance,high,transformer condition diagnostics
paper-1619,included,physical_asset_maintenance,high,RUL estimation method
paper-1620,included,physical_asset_maintenance,medium,robotic DT PdM framework
paper-1621,included,physical_asset_maintenance,high,battery fault monitoring
paper-1622,included,uncertain_but_included,low,PV performance monitoring
paper-1623,included,physical_asset_maintenance,high,rail bearing condition monitoring
paper-1624,included,physical_asset_maintenance,high,vibration based PdM system
paper-1625,included,physical_asset_maintenance,high,planetary gear fault diagnosis
paper-1626,excluded,generic_nonmaintenance_ai_control,medium,robot deformation prediction only
paper-1627,included,physical_asset_maintenance,high,conveyor idler anomaly detection
paper-1628,excluded,software_it_cyber,high,sensor network routing only
paper-1629,included,uncertain_but_included,low,generic fault diagnosis method
paper-1630,included,physical_asset_maintenance,high,bearing RUL prediction
paper-1631,included,physical_asset_maintenance,high,milling tool life estimation
paper-1632,included,physical_asset_maintenance,high,industrial predictive maintenance
paper-1633,excluded,software_it_cyber,high,WiFi battery scheduling only
paper-1634,included,physical_asset_maintenance,high,power grid predictive maintenance
paper-1635,included,physical_asset_maintenance,high,battery RUL prediction
paper-1636,included,physical_asset_maintenance,high,battery RUL prediction
paper-1637,included,physical_asset_maintenance,medium,power communication fault recovery
paper-1638,included,physical_asset_maintenance,high,transformer predictive maintenance
paper-1639,included,physical_asset_maintenance,high,motor fault diagnosis
paper-1640,included,physical_asset_maintenance,high,pump cavitation monitoring
paper-1641,included,physical_asset_maintenance,high,transformer oil ageing monitoring
paper-1642,included,physical_asset_maintenance,high,vehicle gearbox fault diagnosis
paper-1643,included,physical_asset_maintenance,high,machining tool condition monitoring
paper-1644,included,physical_asset_maintenance,high,rail bearing condition monitoring
paper-1645,included,physical_asset_maintenance,high,railway CBM risk assessment
paper-1646,included,physical_asset_maintenance,high,pavement maintenance decision support
paper-1647,excluded,software_it_cyber,high,edge task migration faults
paper-1648,excluded,software_it_cyber,high,ERP integration software
paper-1649,included,physical_asset_maintenance,high,pipeline clogging health monitoring
paper-1650,included,physical_asset_maintenance,high,rotating machinery fault detection
paper-1651,included,physical_asset_maintenance,high,generator fault diagnosis
paper-1652,included,physical_asset_maintenance,high,wind turbine failure prediction
paper-1653,excluded,other_nonmaintenance,medium,design failure indices only
paper-1654,included,physical_asset_maintenance,high,heat exchanger predictive maintenance
paper-1655,included,physical_asset_maintenance,high,landing gear fatigue RUL
paper-1656,included,physical_asset_maintenance,high,wind turbine condition monitoring
paper-1657,excluded,generic_nonmaintenance_ai_control,high,product quality not maintenance
paper-1658,excluded,business_social_finance,high,workforce perspectives only
paper-1659,included,physical_asset_maintenance,high,power cable defect identification
paper-1660,included,physical_asset_maintenance,high,battery RUL prediction
paper-1661,included,physical_asset_maintenance,high,building condition prediction
paper-1662,excluded,software_it_cyber,high,technical debt prediction
paper-1663,included,physical_asset_maintenance,high,conveyor idler fault detection
paper-1664,included,physical_asset_maintenance,high,machine tool maintenance framework
paper-1665,excluded,generic_nonmaintenance_ai_control,medium,model training framework only
paper-1666,excluded,generic_nonmaintenance_ai_control,high,room energy control only
paper-1667,excluded,clinical_human_outcome,high,heart disease prediction
paper-1668,included,physical_asset_maintenance,high,power grid fault analysis
paper-1669,included,physical_asset_maintenance,high,battery RUL prediction
paper-1670,included,physical_asset_maintenance,high,mining equipment predictive maintenance
paper-1671,excluded,clinical_human_outcome,high,glioblastoma treatment failure
paper-1672,excluded,other_nonmaintenance,medium,generic tribology overview
paper-1673,excluded,other_nonmaintenance,medium,component material optimization
paper-1674,included,physical_asset_maintenance,high,bridge deterioration maintenance
paper-1675,included,physical_asset_maintenance,high,transformer OLTC fault prediction
paper-1676,excluded,generic_nonmaintenance_ai_control,high,BIM visualization system only
paper-1677,included,physical_asset_maintenance,high,GIS sensor degradation identification
paper-1678,excluded,biology_biotech_non_equipment,high,bacteria fermentation growth
paper-1679,included,physical_asset_maintenance,high,pump maintenance risk curves
paper-1680,included,physical_asset_maintenance,high,tram track anomaly detection
paper-1681,excluded,generic_nonmaintenance_ai_control,high,biogas cycle optimization
paper-1682,excluded,software_it_cyber,high,WSN routing protocol
paper-1683,excluded,business_social_finance,high,food business sustainability
paper-1684,included,physical_asset_maintenance,high,gearbox failure severity monitoring
paper-1685,included,physical_asset_maintenance,high,pump fault detection platform
paper-1686,included,physical_asset_maintenance,high,mechanical seal condition monitoring
paper-1687,included,physical_asset_maintenance,high,EV battery health forecasting
paper-1688,excluded,generic_nonmaintenance_ai_control,high,utilization efficiency not maintenance
paper-1689,included,physical_asset_maintenance,medium,pavement crack detection
paper-1690,included,physical_asset_maintenance,high,centrifugal pump fault diagnosis
paper-1691,included,physical_asset_maintenance,high,bearing fault classification
paper-1692,included,physical_asset_maintenance,high,battery maintenance optimization
paper-1693,included,physical_asset_maintenance,high,power plant valve leakage
paper-1694,included,physical_asset_maintenance,high,battery SOH estimation
paper-1695,included,physical_asset_maintenance,high,bridge defect recognition
paper-1696,included,physical_asset_maintenance,high,machine prognostics RUL
paper-1697,included,physical_asset_maintenance,high,transformer PHM maintenance decisions
paper-1698,included,physical_asset_maintenance,high,power cable condition monitoring
paper-1699,included,physical_asset_maintenance,high,BESS battery SOH estimation
paper-1700,included,physical_asset_maintenance,high,wind blade damage assessment
paper-1701,included,physical_asset_maintenance,high,battery RUL prediction
paper-1702,included,physical_asset_maintenance,high,bearing health indicator
paper-1703,included,physical_asset_maintenance,medium,PV soiling condition modeling
paper-1704,included,physical_asset_maintenance,medium,includes bearing diagnostics
paper-1705,included,physical_asset_maintenance,high,transformer defect failure mechanisms
paper-1706,excluded,environment_natural_system,high,river water quality assessment
paper-1707,included,physical_asset_maintenance,high,gas pipeline leakage faults
paper-1708,included,physical_asset_maintenance,high,rolling stock predictive maintenance
paper-1709,included,physical_asset_maintenance,high,IGBT degradation prediction
paper-1710,included,physical_asset_maintenance,high,linear motor degradation assessment
paper-1711,included,physical_asset_maintenance,high,bearing RUL prediction
paper-1712,included,physical_asset_maintenance,high,planetary gear fault diagnosis
paper-1713,included,physical_asset_maintenance,high,IIoT predictive maintenance
paper-1714,included,physical_asset_maintenance,high,wheel bearing condition monitoring
paper-1715,included,physical_asset_maintenance,medium,pavement condition prediction
paper-1716,included,physical_asset_maintenance,high,engine oil condition monitoring
paper-1717,included,physical_asset_maintenance,high,steel bridge corrosion assessment
paper-1718,included,physical_asset_maintenance,high,SBC hardware health monitoring
paper-1719,included,physical_asset_maintenance,high,equipment composite fault diagnosis
paper-1720,included,physical_asset_maintenance,high,battery RUL prediction
paper-1721,included,physical_asset_maintenance,high,dental equipment predictive maintenance
paper-1722,included,physical_asset_maintenance,high,nuclear asset predictive maintenance
paper-1723,included,physical_asset_maintenance,high,rotating machinery RUL
paper-1724,included,physical_asset_maintenance,high,battery degradation monitoring
paper-1725,included,physical_asset_maintenance,high,hydraulic oil condition monitoring
paper-1726,excluded,software_it_cyber,high,software defect prediction
paper-1727,included,physical_asset_maintenance,medium,steel crack growth prediction
paper-1728,included,physical_asset_maintenance,high,heat exchanger RUL
paper-1729,included,physical_asset_maintenance,high,railway track fault diagnosis
paper-1730,excluded,other_nonmaintenance,medium,vibration measurement method only
paper-1731,included,physical_asset_maintenance,high,engine fault diagnosis
paper-1732,included,physical_asset_maintenance,medium,heat pipe failure prediction
paper-1733,included,physical_asset_maintenance,high,aero engine RUL prediction
paper-1734,excluded,other_nonmaintenance,high,impact material modeling only
paper-1735,included,physical_asset_maintenance,high,bearing fault detection
paper-1736,excluded,generic_nonmaintenance_ai_control,high,additive process optimization
paper-1737,included,physical_asset_maintenance,high,catenary component anomaly detection
paper-1738,included,physical_asset_maintenance,high,pipeline leakage detection
paper-1739,excluded,software_it_cyber,high,fog load balancing
paper-1740,included,physical_asset_maintenance,high,piston pump failure prediction
paper-1741,included,physical_asset_maintenance,high,facility maintenance BIM
paper-1742,included,physical_asset_maintenance,high,battery SOH prediction
paper-1743,included,physical_asset_maintenance,high,engine fault detection
paper-1744,excluded,generic_nonmaintenance_ai_control,medium,production scheduling not maintenance
paper-1745,included,physical_asset_maintenance,high,partial discharge fault diagnosis
paper-1746,excluded,generic_nonmaintenance_ai_control,high,wind forecasting not maintenance
paper-1747,excluded,other_nonmaintenance,medium,design instrumentation not maintenance
paper-1748,included,physical_asset_maintenance,high,surgical drill tool wear
paper-1749,included,physical_asset_maintenance,high,composite drill tube monitoring
paper-1750,included,physical_asset_maintenance,high,refrigerant pipeline leakage localization
paper-1751,excluded,other_nonmaintenance,medium,generic tribology ML review
paper-1752,included,physical_asset_maintenance,high,dental chair failure maintenance
paper-1753,included,physical_asset_maintenance,high,battery RUL prediction
paper-1754,included,physical_asset_maintenance,high,railway track maintenance strategy
paper-1755,included,physical_asset_maintenance,high,plastic gear wear monitoring
paper-1756,excluded,other_nonmaintenance,medium,power quality not maintenance
paper-1757,included,physical_asset_maintenance,high,SiC MOSFET RUL
paper-1758,included,uncertain_but_included,low,insulator integrity estimation
paper-1759,excluded,clinical_human_outcome,high,heart failure prediction
paper-1760,excluded,acronym_collision,high,PDM pulse density modulation
paper-1761,included,physical_asset_maintenance,medium,rail contact force monitoring
paper-1762,included,physical_asset_maintenance,high,motor winding fault detection
paper-1763,included,physical_asset_maintenance,high,machine insulation degradation diagnosis
paper-1764,included,physical_asset_maintenance,high,maritime fleet predictive maintenance
paper-1765,included,physical_asset_maintenance,high,harmonic drive wear reliability
paper-1766,included,physical_asset_maintenance,high,toolholder spindle contact monitoring
paper-1767,excluded,software_it_cyber,high,industrial network fault tolerance
paper-1768,included,physical_asset_maintenance,high,gear fault diagnosis
paper-1769,excluded,software_it_cyber,high,software fault prediction
paper-1770,included,physical_asset_maintenance,high,transformer condition monitoring
paper-1771,included,physical_asset_maintenance,high,chatter failure detection
paper-1772,excluded,business_social_finance,high,cryptocurrency failure prediction
paper-1773,included,physical_asset_maintenance,high,road surface damage detection
paper-1774,included,physical_asset_maintenance,high,rail conductor condition monitoring
paper-1775,excluded,generic_nonmaintenance_ai_control,high,communication link planning
paper-1776,included,physical_asset_maintenance,high,PV plant fault monitoring
paper-1777,excluded,other_nonmaintenance,high,PPE compliance monitoring
paper-1778,included,physical_asset_maintenance,high,freight vehicle condition monitoring
paper-1779,included,physical_asset_maintenance,high,building predictive maintenance
paper-1780,included,physical_asset_maintenance,high,web machine condition monitoring
paper-1781,included,physical_asset_maintenance,high,aircraft engine fault diagnosis
paper-1782,excluded,generic_nonmaintenance_ai_control,medium,generic digital twin resilience
paper-1783,included,physical_asset_maintenance,high,ball mill load diagnosis
paper-1784,included,physical_asset_maintenance,high,predictive maintenance framework
paper-1785,included,physical_asset_maintenance,high,agricultural tine wear monitoring
paper-1786,included,physical_asset_maintenance,high,mechanical component RUL
paper-1787,included,physical_asset_maintenance,high,tool wear monitoring
paper-1788,included,physical_asset_maintenance,high,bearing condition monitoring
paper-1789,included,physical_asset_maintenance,high,aviation engine RUL maintenance
paper-1790,excluded,environment_natural_system,high,olive tree detection
paper-1791,included,physical_asset_maintenance,high,grinding machine health monitoring
paper-1792,included,physical_asset_maintenance,high,battery thermal failure prediction
paper-1793,included,physical_asset_maintenance,high,tool wear recognition
paper-1794,included,physical_asset_maintenance,high,wire rope condition monitoring
paper-1795,included,physical_asset_maintenance,high,bridge predictive maintenance DSS
paper-1796,included,physical_asset_maintenance,high,battery RUL prediction
paper-1797,included,physical_asset_maintenance,high,wind turbine fault detection
paper-1798,included,physical_asset_maintenance,high,industrial machine RUL
paper-1799,included,physical_asset_maintenance,high,circuit breaker fault diagnostics
paper-1800,included,physical_asset_maintenance,high,EV motor fault classification
