id,decision,reason_category,confidence,notes
paper-3201,included,physical_asset_maintenance,high,Engine oil condition prediction for diesel engine
paper-3202,included,physical_asset_maintenance,high,Industrial machine vibration anomaly detection
paper-3203,included,physical_asset_maintenance,high,Smart maintenance modeling for manufacturing
paper-3204,included,physical_asset_maintenance,high,Induction motor fault prediction
paper-3205,included,physical_asset_maintenance,high,Bridge scour predictive maintenance
paper-3206,included,physical_asset_maintenance,high,RUL for repairable degrading devices
paper-3207,included,physical_asset_maintenance,high,Bearing RUL for maintenance strategy
paper-3208,included,physical_asset_maintenance,high,Rolling bearing RUL prediction
paper-3209,included,physical_asset_maintenance,high,Machinery RUL for predictive maintenance
paper-3210,included,physical_asset_maintenance,high,Machining fault diagnosis and monitoring
paper-3211,included,physical_asset_maintenance,high,Battery RUL for electrical systems
paper-3212,included,physical_asset_maintenance,high,Mechanical component degradation and RUL
paper-3213,included,physical_asset_maintenance,high,Pressure pipeline condition monitoring
paper-3214,included,physical_asset_maintenance,high,Ventilation system predictive maintenance platform
paper-3215,included,physical_asset_maintenance,medium,Model search for predictive maintenance
paper-3216,included,physical_asset_maintenance,high,Turbofan engine RUL prediction
paper-3217,included,physical_asset_maintenance,high,CNC vibration anomaly detection
paper-3218,excluded,software_it_cyber,high,Distributed systems KPI failure prediction
paper-3219,included,physical_asset_maintenance,high,Linear guideway load condition monitoring
paper-3220,included,physical_asset_maintenance,medium,IIoT architecture for RUL estimation
paper-3221,included,physical_asset_maintenance,high,Solar panel fault detection and inspection
paper-3222,included,physical_asset_maintenance,high,Oil well casing failure risk prediction
paper-3223,included,physical_asset_maintenance,high,Air conditioner compressor maintenance monitoring
paper-3224,included,physical_asset_maintenance,high,HV cable aging diagnosis
paper-3225,included,physical_asset_maintenance,high,Generator equipment predictive maintenance
paper-3226,included,uncertain_but_included,low,Fracture failure model for structures
paper-3227,included,physical_asset_maintenance,high,Contact probe health index maintenance
paper-3228,included,uncertain_but_included,medium,Generic RUL reliability model
paper-3229,included,physical_asset_maintenance,high,Railway bogie frame damage identification
paper-3230,included,physical_asset_maintenance,high,DC contactor RUL prediction
paper-3231,excluded,software_it_cyber,high,Hybrid SDN link failure prediction
paper-3232,included,physical_asset_maintenance,high,Cutting tool condition monitoring
paper-3233,included,physical_asset_maintenance,medium,CNC chip detection prevents equipment faults
paper-3234,included,physical_asset_maintenance,high,Production process predictive maintenance drift diagnosis
paper-3235,included,physical_asset_maintenance,high,Equipment health state prediction
paper-3236,excluded,software_it_cyber,high,HPC software stewardship not maintenance
paper-3237,included,physical_asset_maintenance,medium,Mining IIoT platform includes predictive maintenance
paper-3238,included,physical_asset_maintenance,high,Industrial asset predictive maintenance grouping
paper-3239,included,physical_asset_maintenance,high,Induction motor fault detection diagnosis
paper-3240,excluded,software_it_cyber,medium,IIoT intrusion detection not asset health
paper-3241,included,physical_asset_maintenance,high,Rolling bearing RUL prediction
paper-3242,excluded,generic_nonmaintenance_ai_control,medium,Machining process monitoring without maintenance
paper-3243,excluded,generic_nonmaintenance_ai_control,high,Sustainability decision model without maintenance
paper-3244,included,physical_asset_maintenance,high,Motor temperature prediction for maintenance
paper-3245,included,physical_asset_maintenance,high,Bench grinder fault prediction maintenance
paper-3246,included,physical_asset_maintenance,high,Aircraft systems fault diagnosis for CBM
paper-3247,included,physical_asset_maintenance,high,Mechanical device failure prediction
paper-3248,included,physical_asset_maintenance,high,Degradation estimation for predictive maintenance
paper-3249,excluded,software_it_cyber,high,Software defect prediction online learning
paper-3250,included,uncertain_but_included,medium,Industrial controls include maintenance applications
paper-3251,included,physical_asset_maintenance,high,Industrial equipment predictive maintenance framework
paper-3252,included,physical_asset_maintenance,medium,Battery second-life condition management
paper-3253,included,physical_asset_maintenance,high,Current transformer predictive maintenance
paper-3254,included,physical_asset_maintenance,high,Industrial maintenance policy optimization
paper-3255,included,physical_asset_maintenance,high,Industrial asset anomaly detection for maintenance
paper-3256,excluded,software_it_cyber,high,Software fault prediction
paper-3257,included,physical_asset_maintenance,high,Composite structure PHM health indicator
paper-3258,included,physical_asset_maintenance,high,Mechanical system RUL replacement scheduling
paper-3259,included,physical_asset_maintenance,high,Agricultural machinery hydraulic predictive maintenance
paper-3260,included,physical_asset_maintenance,high,EV battery RUL for swapping
paper-3261,included,physical_asset_maintenance,high,Biopharma pneumatic valve predictive maintenance
