id,decision,reason_category,confidence,notes
paper-0601,included,physical_asset_maintenance,high,Hydropower predictive maintenance monitoring
paper-0602,included,physical_asset_maintenance,medium,Industrial batch process PdM decision support
paper-0603,included,physical_asset_maintenance,high,Wind turbine bearing fault diagnosis
paper-0604,included,physical_asset_maintenance,high,Ship hull structural health monitoring
paper-0605,included,physical_asset_maintenance,high,Industrial CPS RUL forecasting
paper-0606,included,physical_asset_maintenance,high,Induction motor fault diagnosis
paper-0607,included,physical_asset_maintenance,high,Rotor crack predictive maintenance
paper-0608,included,physical_asset_maintenance,high,Smart plug failure classification
paper-0609,included,physical_asset_maintenance,high,Rail turnout condition monitoring
paper-0610,included,physical_asset_maintenance,high,Brewing equipment failure prognosis
paper-0611,included,physical_asset_maintenance,high,Electrolyser abnormality monitoring
paper-0612,included,physical_asset_maintenance,high,Vehicle HVAC reliability analysis
paper-0613,excluded,other_nonmaintenance,medium,Impact failure mechanics without maintenance
paper-0614,included,physical_asset_maintenance,high,Power plant condition monitoring economics
paper-0615,included,physical_asset_maintenance,high,Aeroengine bearing fault diagnosis
paper-0616,included,physical_asset_maintenance,high,Industrial PdM RUL architecture
paper-0617,included,physical_asset_maintenance,high,Aircraft component predictive maintenance
paper-0618,included,physical_asset_maintenance,high,Smart manufacturing time-to-failure prediction
paper-0619,included,physical_asset_maintenance,high,Power transformer prognostics
paper-0620,excluded,software_it_cyber,high,Distributed software fault prediction
paper-0621,included,physical_asset_maintenance,high,Rotating machinery fault diagnosis
paper-0622,included,physical_asset_maintenance,high,Induction motor bearing fault diagnosis
paper-0623,included,physical_asset_maintenance,high,Gearbox condition-based maintenance
paper-0624,included,physical_asset_maintenance,high,Transformer fault prediction
paper-0625,included,physical_asset_maintenance,high,PV cleaning maintenance scheduling
paper-0626,included,physical_asset_maintenance,high,Tool wear condition monitoring
paper-0627,included,physical_asset_maintenance,medium,Access control for machinery PdM
paper-0628,excluded,other_nonmaintenance,medium,Displacement sensor without maintenance
