id,decision,reason_category,confidence,notes
paper-2201,included,physical_asset_maintenance,high,turbine engine RUL PHM
paper-2202,included,physical_asset_maintenance,high,battery interface failure prediction
paper-2203,included,physical_asset_maintenance,high,transformer fault prognostics
paper-2204,included,physical_asset_maintenance,medium,power system predictive maintenance bias
paper-2205,included,physical_asset_maintenance,high,bearing degradation indicator
paper-2206,included,physical_asset_maintenance,high,subway vehicle component failure prediction
paper-2207,included,physical_asset_maintenance,high,power equipment insulation diagnostics
paper-2208,excluded,acronym_collision,high,CBM means carbonated boron mud
paper-2209,included,physical_asset_maintenance,high,aviation maintenance digital twin
paper-2210,included,physical_asset_maintenance,high,condition based maintenance compliance
paper-2211,included,physical_asset_maintenance,high,turbine generator brush fault detection
paper-2212,included,physical_asset_maintenance,high,lithium battery aging RUL
paper-2213,included,physical_asset_maintenance,high,roller bearing fault detection
paper-2214,included,uncertain_but_included,medium,structural degradation supports safety assessment
paper-2215,excluded,clinical_human_outcome,high,human heart failure prediction
paper-2216,included,physical_asset_maintenance,high,lubricating oil wear monitoring
paper-2217,included,physical_asset_maintenance,high,wind turbine gearbox lubricant monitoring
paper-2218,included,physical_asset_maintenance,high,battery SOH predictive maintenance
paper-2219,included,physical_asset_maintenance,high,bearing condition monitoring fault diagnosis
paper-2220,included,physical_asset_maintenance,high,bridge structural health monitoring
paper-2221,included,physical_asset_maintenance,high,solar panel fault maintenance robotics
paper-2222,included,physical_asset_maintenance,high,lithium battery SOH RUL
paper-2223,included,physical_asset_maintenance,high,bearing RUL prediction
paper-2224,included,physical_asset_maintenance,high,helicopter gearbox HUMS monitoring
paper-2225,included,physical_asset_maintenance,high,compressor blade condition monitoring
paper-2226,included,physical_asset_maintenance,high,fuel cell membrane degradation monitoring
paper-2227,included,physical_asset_maintenance,high,rotating machinery predictive maintenance
paper-2228,included,physical_asset_maintenance,high,equipment health management features
paper-2229,included,physical_asset_maintenance,high,buried pipeline failure pressure
paper-2230,included,physical_asset_maintenance,high,transmission line thermal maintenance prioritization
paper-2231,included,physical_asset_maintenance,high,water pipeline leak burst detection
paper-2232,included,physical_asset_maintenance,medium,industrial digital twin predictive maintenance
paper-2233,included,physical_asset_maintenance,high,hydraulic turbine servomotor fatigue prediction
paper-2234,included,physical_asset_maintenance,high,rolling bearing degradation assessment
paper-2235,excluded,generic_nonmaintenance_ai_control,medium,manufacturing process quality monitoring
paper-2236,included,physical_asset_maintenance,high,pump fault diagnosis predictive maintenance
paper-2237,included,physical_asset_maintenance,high,aging system condition based policies
paper-2238,excluded,clinical_human_outcome,high,cancer probiotic prognosis
paper-2239,excluded,other_nonmaintenance,medium,generic vibration data logger
paper-2240,included,physical_asset_maintenance,high,biomedical device thermal monitoring
paper-2241,included,physical_asset_maintenance,high,mine ventilator bearing fault diagnosis
paper-2242,excluded,software_it_cyber,high,cloud task fault tolerant scheduling
paper-2243,included,physical_asset_maintenance,high,paved road condition management
paper-2244,included,physical_asset_maintenance,high,machine maintenance contract risk
paper-2245,included,physical_asset_maintenance,high,industrial pipe predictive maintenance
paper-2246,included,physical_asset_maintenance,high,brake pad wear condition monitoring
paper-2247,included,physical_asset_maintenance,medium,protective relay runtime monitoring
paper-2248,included,physical_asset_maintenance,high,rotor blade vibration condition monitoring
paper-2249,included,uncertain_but_included,low,library HVAC assets mentioned
paper-2250,included,physical_asset_maintenance,medium,vehicle fault maintenance framework
paper-2251,included,uncertain_but_included,low,physical structure failure prediction
paper-2252,included,physical_asset_maintenance,high,cutting tool RUL prediction
paper-2253,included,physical_asset_maintenance,high,bridge steel degradation analysis
paper-2254,included,physical_asset_maintenance,high,industrial fault monitoring IoT
paper-2255,included,physical_asset_maintenance,high,cement mill fan vibration prediction
paper-2256,included,physical_asset_maintenance,high,maglev ground equipment condition monitoring
paper-2257,included,physical_asset_maintenance,high,machinery defect acoustic monitoring
paper-2258,included,uncertain_but_included,low,optical component damage prediction
paper-2259,included,physical_asset_maintenance,high,CNC predictive maintenance accelerometer
paper-2260,included,physical_asset_maintenance,high,prognostics and health management
paper-2261,included,physical_asset_maintenance,high,spacecraft bolt loosening monitoring
paper-2262,included,physical_asset_maintenance,high,electric bus battery SOH
paper-2263,included,physical_asset_maintenance,high,medical device component lifecycle testing
paper-2264,included,physical_asset_maintenance,high,elevator fault prediction maintenance
paper-2265,included,physical_asset_maintenance,high,wind turbine crack detection
paper-2266,excluded,generic_nonmaintenance_ai_control,high,static MOSFET modeling only
paper-2267,included,physical_asset_maintenance,high,wind turbine defect criticality maintenance
paper-2268,excluded,generic_nonmaintenance_ai_control,medium,generic UAV target detection
paper-2269,included,physical_asset_maintenance,high,engine fault detection
paper-2270,included,physical_asset_maintenance,high,ropeway bearing health assessment
paper-2271,included,physical_asset_maintenance,high,industrial condition monitoring data augmentation
paper-2272,included,physical_asset_maintenance,high,circuit breaker status maintenance
paper-2273,included,physical_asset_maintenance,high,rotating machinery spatial condition monitoring
paper-2274,included,physical_asset_maintenance,high,metro predictive maintenance anomaly detection
paper-2275,included,physical_asset_maintenance,medium,rectifier monitoring and maintenance features
paper-2276,included,physical_asset_maintenance,high,bearing reliability fault prediction
paper-2277,excluded,other_nonmaintenance,medium,static joint strength design
paper-2278,excluded,generic_nonmaintenance_ai_control,high,generic embedded inference benchmarking
paper-2279,included,physical_asset_maintenance,high,concrete infrastructure corrosion maintenance planning
paper-2280,included,physical_asset_maintenance,high,lithium battery capacity degradation RUL
paper-2281,excluded,environment_natural_system,high,natural landslide early warning
paper-2282,included,physical_asset_maintenance,high,repair behavior RUL maintenance
paper-2283,included,physical_asset_maintenance,high,rolling bearing RUL prediction
paper-2284,included,physical_asset_maintenance,high,bearing fault classification
paper-2285,included,physical_asset_maintenance,high,industrial cooling system fault diagnosis
paper-2286,included,physical_asset_maintenance,high,maintenance manipulator path planning
paper-2287,included,physical_asset_maintenance,high,lithium battery RUL prediction
paper-2288,included,physical_asset_maintenance,high,Francis turbine wear predictive maintenance
paper-2289,included,physical_asset_maintenance,high,dike structural health monitoring
paper-2290,included,physical_asset_maintenance,high,water pipe failure risk maintenance
paper-2291,included,physical_asset_maintenance,high,battery RUL prediction
paper-2292,included,physical_asset_maintenance,high,power grid fault prediction
paper-2293,included,physical_asset_maintenance,high,automotive steering fault diagnosis
paper-2294,included,uncertain_but_included,medium,physical circuit board fault identification
paper-2295,included,physical_asset_maintenance,medium,rail vehicle acceleration wear monitoring
paper-2296,included,physical_asset_maintenance,high,wastewater aeration predictive maintenance
paper-2297,included,physical_asset_maintenance,medium,industrial plant faults with cyberattacks
paper-2298,included,uncertain_but_included,low,predictive maintenance case study
paper-2299,included,physical_asset_maintenance,high,PHM health index modeling
paper-2300,included,physical_asset_maintenance,high,hydropower station fault prediction
paper-2301,included,physical_asset_maintenance,high,metallurgical converter predictive diagnostics
paper-2302,excluded,business_social_finance,high,social welfare policy focus
paper-2303,excluded,other_nonmaintenance,medium,manufacturing functional testing
paper-2304,included,physical_asset_maintenance,high,rotating equipment fault classification
paper-2305,included,physical_asset_maintenance,high,wind turbine RUL prediction
paper-2306,included,physical_asset_maintenance,high,rolling bearing RUL prediction
paper-2307,included,physical_asset_maintenance,high,rolling bearing fault diagnosis
paper-2308,included,physical_asset_maintenance,medium,turbomachine stability monitoring
paper-2309,included,physical_asset_maintenance,medium,mission system degradation decisions
paper-2310,excluded,environment_natural_system,high,wildfire vegetation monitoring
paper-2311,included,physical_asset_maintenance,high,gas pipeline defect monitoring
paper-2312,included,physical_asset_maintenance,high,PV fault detection predictive maintenance
paper-2313,included,uncertain_but_included,low,concrete element failure prediction
paper-2314,included,physical_asset_maintenance,high,bridge structural health monitoring
paper-2315,included,physical_asset_maintenance,high,road pothole maintenance detection
paper-2316,included,physical_asset_maintenance,high,alloy equipment fatigue RUL
paper-2317,included,physical_asset_maintenance,high,aircraft engine RUL prediction
paper-2318,included,physical_asset_maintenance,high,corroded pipeline failure prediction
paper-2319,included,physical_asset_maintenance,high,wheel rim condition assessment
paper-2320,included,physical_asset_maintenance,high,gear fault condition monitoring
