id,decision,reason_category,confidence,notes
paper-2601,included,physical_asset_maintenance,high,Battery RUL for PdM
paper-2602,included,physical_asset_maintenance,medium,Hip prosthesis failure prediction
paper-2603,included,physical_asset_maintenance,high,Hot rolling mill PdM
paper-2604,included,physical_asset_maintenance,medium,Pipeline steel failure model
paper-2605,excluded,generic_nonmaintenance_ai_control,high,Product design optimization focus
paper-2606,included,physical_asset_maintenance,high,Sensor failure prediction
paper-2607,included,physical_asset_maintenance,high,Bearing fault classification
paper-2608,included,physical_asset_maintenance,high,Machine RUL predictive maintenance
paper-2609,included,physical_asset_maintenance,high,Gas turbine fault diagnosis
paper-2610,included,physical_asset_maintenance,high,Motor interturn fault diagnosis
paper-2611,included,physical_asset_maintenance,high,Battery PHM group replacement
paper-2612,excluded,environment_natural_system,high,Soil nitrate modeling
paper-2613,excluded,clinical_human_outcome,high,Heart failure prediction
paper-2614,included,physical_asset_maintenance,high,Industrial equipment RUL
paper-2615,included,physical_asset_maintenance,high,Grinding wheel diagnostics
paper-2616,included,physical_asset_maintenance,high,Rail weld defect inspection
paper-2617,included,physical_asset_maintenance,medium,Toll OBU status monitoring
paper-2618,included,physical_asset_maintenance,high,EV battery fault management
paper-2619,included,physical_asset_maintenance,medium,General RUL PHM framework
paper-2620,included,physical_asset_maintenance,high,Mechanical systems SOH RUL
paper-2621,included,physical_asset_maintenance,high,Offshore wind SHM
paper-2622,included,uncertain_but_included,medium,Microfluidic clogging prediction
paper-2623,included,physical_asset_maintenance,high,Machine health degradation modeling
paper-2624,included,physical_asset_maintenance,high,Fuel cell RUL prediction
paper-2625,excluded,clinical_human_outcome,high,Heart failure mortality prediction
paper-2626,excluded,generic_nonmaintenance_ai_control,high,Greenhouse actuator control prediction
paper-2627,excluded,software_it_cyber,high,Software maintenance prediction
paper-2628,included,physical_asset_maintenance,high,PEMFC fault prediagnosis
paper-2629,excluded,acronym_collision,high,CBM means coalbed methane
paper-2630,included,physical_asset_maintenance,high,Offshore wind corrosion health
paper-2631,included,physical_asset_maintenance,high,Manufacturing machine failure prediction
paper-2632,excluded,other_nonmaintenance,high,Heritage governance principles
paper-2633,excluded,clinical_human_outcome,high,Epilepsy clinical mapping
paper-2634,included,physical_asset_maintenance,high,Well casing failure risk
paper-2635,included,physical_asset_maintenance,high,Pipeline corrosion defect classification
paper-2636,excluded,software_it_cyber,medium,Wireless network resilience focus
paper-2637,included,physical_asset_maintenance,high,CMAPSS RUL uncertainty
paper-2638,included,physical_asset_maintenance,high,Tool wear monitoring
paper-2639,included,physical_asset_maintenance,high,Road maintenance backlog decisions
paper-2640,included,physical_asset_maintenance,medium,Edge AI PdM framework comparison
paper-2641,included,physical_asset_maintenance,high,Bearing condition monitoring
paper-2642,included,physical_asset_maintenance,high,Bucket elevator diagnostics
paper-2643,included,physical_asset_maintenance,high,BLDC motor fault diagnosis
paper-2644,included,physical_asset_maintenance,high,Train bearing health monitoring
paper-2645,included,physical_asset_maintenance,high,Wind turbine early fault detection
paper-2646,included,physical_asset_maintenance,high,Conveyor predictive maintenance
paper-2647,included,physical_asset_maintenance,high,Lithium battery RUL
paper-2648,included,physical_asset_maintenance,high,PV system fault diagnosis
paper-2649,included,physical_asset_maintenance,high,Bearing fault diagnosis
paper-2650,included,physical_asset_maintenance,high,Nuclear pump fault prediction
paper-2651,included,uncertain_but_included,medium,Manufacturing condition monitoring
paper-2652,included,physical_asset_maintenance,high,Bearing fault diagnosis
paper-2653,included,physical_asset_maintenance,high,Gear damage condition monitoring
paper-2654,included,physical_asset_maintenance,high,Turbine engine RUL
paper-2655,included,physical_asset_maintenance,high,Tunnel infrastructure maintenance monitoring
paper-2656,included,physical_asset_maintenance,high,Industrial machine fault prediction
paper-2657,included,physical_asset_maintenance,high,Solar cleaning maintenance models
paper-2658,included,physical_asset_maintenance,high,Building services predictive maintenance
paper-2659,included,physical_asset_maintenance,high,PHM maintenance work orders
paper-2660,included,physical_asset_maintenance,high,Aquaculture pump fault detection
paper-2661,included,physical_asset_maintenance,high,Rolling bearing RUL
paper-2662,included,physical_asset_maintenance,high,Motor condition monitoring sensor
paper-2663,included,physical_asset_maintenance,high,Heat exchanger fouling estimation
paper-2664,included,physical_asset_maintenance,high,Battery RUL prediction
paper-2665,included,physical_asset_maintenance,medium,Robotic arm predictive maintenance
paper-2666,excluded,generic_nonmaintenance_ai_control,high,Power plant process optimization
paper-2667,included,physical_asset_maintenance,medium,Rotor bearing vibration monitoring
paper-2668,included,physical_asset_maintenance,high,Bearing fault and RUL
paper-2669,included,physical_asset_maintenance,high,Solar PV fault detection
paper-2670,included,physical_asset_maintenance,high,Spindle bearing RUL
paper-2671,included,uncertain_but_included,medium,Insulation aging reliability design
paper-2672,included,uncertain_but_included,medium,Railway adhesion condition monitoring
paper-2673,included,physical_asset_maintenance,high,Manufacturing PdM root cause
paper-2674,included,physical_asset_maintenance,high,Motor bearing fault detection
paper-2675,excluded,acronym_collision,high,CBM means construction materials
paper-2676,included,physical_asset_maintenance,medium,PdM economic impact manufacturing
paper-2677,included,physical_asset_maintenance,high,Manufacturing RUL maintenance optimization
paper-2678,included,physical_asset_maintenance,high,Battery RUL prediction
paper-2679,included,physical_asset_maintenance,medium,UPFC condition data restoration
paper-2680,excluded,generic_nonmaintenance_ai_control,high,Sensor selection for process transparency
