id,decision,reason_category,confidence,notes
paper-2401,included,uncertain_but_included,medium,vibration current fault prediction likely machinery
paper-2402,included,physical_asset_maintenance,high,SiC MOSFET condition monitoring
paper-2403,included,physical_asset_maintenance,high,power transformer fault diagnosis
paper-2404,included,physical_asset_maintenance,high,predictive maintenance scheduling for production systems
paper-2405,excluded,other_nonmaintenance,medium,dental veneer fatigue study not maintenance
paper-2406,included,physical_asset_maintenance,high,HEV electrical machine CBM and RUL
paper-2407,included,physical_asset_maintenance,high,wind turbine predictive fault detection
paper-2408,included,physical_asset_maintenance,high,gas pipeline fault detection management
paper-2409,included,physical_asset_maintenance,medium,torque sensing for drivetrain predictive maintenance
paper-2410,included,physical_asset_maintenance,high,substation equipment condition based maintenance
paper-2411,included,physical_asset_maintenance,high,fuel cell aging and RUL prediction
paper-2412,included,physical_asset_maintenance,high,induction motor stator fault diagnostics
paper-2413,included,physical_asset_maintenance,high,sensors for SHM and predictive maintenance
paper-2414,included,physical_asset_maintenance,high,industrial machine fault identification
paper-2415,included,physical_asset_maintenance,high,predictive maintenance asset management
paper-2416,included,physical_asset_maintenance,high,battery SOH monitoring and maintenance scheduling
paper-2417,included,physical_asset_maintenance,high,aircraft brake wear predictive maintenance
paper-2418,included,physical_asset_maintenance,high,bearing fault diagnosis
paper-2419,included,physical_asset_maintenance,high,structural strain monitoring sensors
paper-2420,included,physical_asset_maintenance,high,power equipment condition assessment
paper-2421,included,uncertain_but_included,medium,edge ML for maintenance use cases
paper-2422,included,physical_asset_maintenance,high,digital twins for industrial predictive maintenance
paper-2423,included,physical_asset_maintenance,high,electrolyzer degradation and reliability modeling
paper-2424,included,physical_asset_maintenance,high,rotating machinery fault diagnosis signals
paper-2425,included,physical_asset_maintenance,high,battery SOH monitoring for predictive maintenance
paper-2426,included,physical_asset_maintenance,high,cutting tool condition monitoring
paper-2427,excluded,generic_nonmaintenance_ai_control,high,thermal management optimization not maintenance
paper-2428,included,physical_asset_maintenance,high,vehicle diagnostics and predictive maintenance
paper-2429,excluded,other_nonmaintenance,high,UAV security surveillance not maintenance
paper-2430,included,physical_asset_maintenance,high,condition based maintenance optimization
paper-2431,included,physical_asset_maintenance,high,robot condition monitoring and CBM
paper-2432,included,physical_asset_maintenance,high,gearbox wear monitoring
paper-2433,included,physical_asset_maintenance,high,offshore wind turbine condition monitoring
paper-2434,included,physical_asset_maintenance,high,pipeline weld fatigue life prediction
paper-2435,excluded,other_nonmaintenance,high,magnesium alloy fracture modeling not maintenance
paper-2436,included,physical_asset_maintenance,high,bearing RUL prediction
paper-2437,included,uncertain_but_included,medium,GenAI for aging water infrastructure
paper-2438,included,physical_asset_maintenance,high,industrial predictive maintenance fault prediction
paper-2439,included,physical_asset_maintenance,high,transformer temperature condition prediction
paper-2440,included,physical_asset_maintenance,high,power line maintenance planning with VR
paper-2441,excluded,clinical_human_outcome,high,patient feeding intolerance prediction
paper-2442,excluded,business_social_finance,high,corporate failure prediction
paper-2443,excluded,other_nonmaintenance,high,composite impact material testing
paper-2444,included,physical_asset_maintenance,high,machine failure prediction for maintenance
paper-2445,included,physical_asset_maintenance,high,maintenance scheduling optimization
paper-2446,included,physical_asset_maintenance,high,bearing condition monitoring and diagnosis
paper-2447,included,physical_asset_maintenance,high,energy storage integrity monitoring
paper-2448,included,physical_asset_maintenance,high,circuit breaker RCM and maintenance
paper-2449,included,physical_asset_maintenance,high,bearing PHM health indicators
paper-2450,included,physical_asset_maintenance,high,motor bearing fault diagnosis
paper-2451,included,physical_asset_maintenance,high,rolling bearing RUL estimation
paper-2452,excluded,software_it_cyber,high,IIoT cybersecurity intrusion response
paper-2453,excluded,environment_natural_system,high,coastal environmental sustainability not maintenance
paper-2454,excluded,generic_nonmaintenance_ai_control,medium,urban rail energy scheduling not maintenance
paper-2455,included,physical_asset_maintenance,high,equipment RUL for bearings and wheelsets
paper-2456,included,physical_asset_maintenance,high,surge arrester condition monitoring
paper-2457,included,physical_asset_maintenance,high,microgrid inverter predictive maintenance
paper-2458,excluded,business_social_finance,high,human worker workload monitoring
paper-2459,excluded,clinical_human_outcome,high,heart failure prediction
paper-2460,included,physical_asset_maintenance,high,CNC tool wear prediction
paper-2461,excluded,business_social_finance,high,firm failure prediction
paper-2462,included,physical_asset_maintenance,high,turbofan predictive maintenance scheduling
paper-2463,included,physical_asset_maintenance,high,power cable aging condition index
paper-2464,excluded,generic_nonmaintenance_ai_control,high,PV power generation prediction only
paper-2465,included,physical_asset_maintenance,high,PV storage degradation maintenance optimization
paper-2466,included,physical_asset_maintenance,high,milling machine tool fault diagnosis
paper-2467,included,physical_asset_maintenance,high,train contact wire wear prediction
paper-2468,included,physical_asset_maintenance,high,equipment predictive maintenance framework
paper-2469,included,uncertain_but_included,medium,cultural heritage asset maintenance support
paper-2470,included,physical_asset_maintenance,high,bearing RUL estimation
paper-2471,included,physical_asset_maintenance,high,fuel cell stack failure prediction
paper-2472,included,physical_asset_maintenance,high,aero engine RUL prediction
paper-2473,included,physical_asset_maintenance,high,bearing RUL prediction
paper-2474,included,physical_asset_maintenance,high,transmission line inspection monitoring
paper-2475,excluded,generic_nonmaintenance_ai_control,high,semiconductor yield quality prediction
paper-2476,included,physical_asset_maintenance,high,NPP equipment health monitoring
paper-2477,included,physical_asset_maintenance,high,neutron source operation and maintenance
paper-2478,included,physical_asset_maintenance,high,equipment RUL prediction with knowledge graphs
paper-2479,included,physical_asset_maintenance,medium,crusher blade lifecycle and wear prediction
