id,decision,reason_category,confidence,notes
paper-1001,included,physical_asset_maintenance,high,Rotary machine fault diagnosis
paper-1002,included,uncertain_but_included,medium,Manufacturing twin includes condition based maintenance
paper-1003,included,physical_asset_maintenance,high,EV battery RUL estimation
paper-1004,included,uncertain_but_included,medium,Slag monitoring may prevent equipment damage
paper-1005,included,physical_asset_maintenance,high,Infrastructure durability and predictive maintenance
paper-1006,excluded,software_it_cyber,high,CICD pipeline software reliability
paper-1007,included,physical_asset_maintenance,high,Gas turbine fuel pump anomaly detection
paper-1008,included,physical_asset_maintenance,high,Marine engine diagnostics for maintenance
paper-1009,included,physical_asset_maintenance,high,Electric drive degradation RUL prediction
paper-1010,included,physical_asset_maintenance,high,Machine condition monitoring architecture
paper-1011,included,physical_asset_maintenance,high,Rail defect predictive maintenance
paper-1012,included,physical_asset_maintenance,high,Train protection fault prediction
paper-1013,included,physical_asset_maintenance,high,Induction motor bearing fault diagnosis
paper-1014,included,physical_asset_maintenance,high,Printer predictive maintenance
paper-1015,included,physical_asset_maintenance,medium,Composite structure deformation monitoring
paper-1016,included,physical_asset_maintenance,high,Gas pipeline anomaly diagnostics
paper-1017,excluded,environment_natural_system,high,Natural rock failure study
paper-1018,included,physical_asset_maintenance,high,Engineering systems health monitoring
paper-1019,included,physical_asset_maintenance,high,Aircraft engine RUL scheduling
paper-1020,excluded,environment_natural_system,high,Natural rock mechanics study
paper-1021,included,physical_asset_maintenance,high,Crack detection for structural health
paper-1022,included,physical_asset_maintenance,high,Heat network failure prediction
paper-1023,included,physical_asset_maintenance,high,PV string fault diagnostics
paper-1024,included,physical_asset_maintenance,high,Brake module fault diagnostics
paper-1025,included,physical_asset_maintenance,high,Machining tool wear prediction
paper-1026,included,physical_asset_maintenance,high,Tool condition monitoring
paper-1027,included,physical_asset_maintenance,high,Industrial robot predictive maintenance
paper-1028,excluded,clinical_human_outcome,high,Clinical dental implant outcome
paper-1029,included,physical_asset_maintenance,high,Machining tool condition monitoring
paper-1030,included,physical_asset_maintenance,high,Vibration sensor for equipment monitoring
paper-1031,included,physical_asset_maintenance,high,Wind turbine gearbox condition monitoring
paper-1032,included,physical_asset_maintenance,high,Manufacturing fault prediction
paper-1033,included,physical_asset_maintenance,high,Nuclear power fault detection
paper-1034,included,physical_asset_maintenance,high,Transformer short circuit prediction
paper-1035,included,physical_asset_maintenance,high,Power plant residual resource monitoring
paper-1036,included,physical_asset_maintenance,high,Electricity network fault forecasting
paper-1037,included,physical_asset_maintenance,high,Substation defects and predictive alarms
paper-1038,excluded,other_nonmaintenance,medium,Museum education twin not maintenance
paper-1039,included,physical_asset_maintenance,high,Nuclear instrumentation diagnostics
paper-1040,included,physical_asset_maintenance,high,Lithium battery RUL prediction
paper-1041,included,physical_asset_maintenance,high,Electromagnet life cycle prediction
paper-1042,included,physical_asset_maintenance,high,Prescriptive maintenance for grid assets
paper-1043,included,physical_asset_maintenance,high,Trustworthy machine condition monitoring
paper-1044,included,physical_asset_maintenance,high,HEV predictive maintenance framework
paper-1045,included,physical_asset_maintenance,high,Battery early fault detection
paper-1046,included,physical_asset_maintenance,high,Drilling equipment diagnostic indicators
paper-1047,included,physical_asset_maintenance,high,Rotating machine condition monitoring
paper-1048,excluded,software_it_cyber,high,Feature store model maintenance
paper-1049,included,physical_asset_maintenance,high,Escalator RUL refurbishment support
paper-1050,included,physical_asset_maintenance,medium,Industrial automation predictive maintenance architecture
paper-1051,included,physical_asset_maintenance,high,Railway track quality maintenance
paper-1052,excluded,generic_nonmaintenance_ai_control,high,Computer vision quality management
paper-1053,included,physical_asset_maintenance,high,Insulator condition maintenance dashboard
paper-1054,included,physical_asset_maintenance,high,Bridge condition assessment
paper-1055,included,physical_asset_maintenance,high,Lithium battery cycle life prediction
paper-1056,included,physical_asset_maintenance,high,Transport fleet reliability modeling
paper-1057,included,physical_asset_maintenance,medium,Wind turbine digital twin support
paper-1058,included,physical_asset_maintenance,high,Aircraft cable connector diagnostics
paper-1059,included,physical_asset_maintenance,high,Motor drive fault diagnosis
paper-1060,included,physical_asset_maintenance,high,Machine tool spindle load monitoring
paper-1061,included,physical_asset_maintenance,high,Biomedical sensor failure probability
paper-1062,included,physical_asset_maintenance,high,Lithium battery RUL health management
paper-1063,excluded,generic_nonmaintenance_ai_control,medium,Forging process monitoring not maintenance
paper-1064,included,physical_asset_maintenance,high,Gear fault diagnosis
paper-1065,excluded,other_nonmaintenance,high,Localization sensor characterization
paper-1066,included,physical_asset_maintenance,high,Mining centrifuge maintenance support
paper-1067,included,physical_asset_maintenance,high,Hydraulic system fault diagnostics
paper-1068,excluded,generic_nonmaintenance_ai_control,medium,Construction service adoption study
paper-1069,included,physical_asset_maintenance,high,RUL control for degraded systems
paper-1070,included,physical_asset_maintenance,high,Lithium battery SOH monitoring
paper-1071,included,physical_asset_maintenance,high,Transformer partial discharge localization
paper-1072,included,physical_asset_maintenance,high,Tunnel ventilation condition monitoring
paper-1073,included,physical_asset_maintenance,high,Wind turbine bearing condition monitoring
paper-1074,included,physical_asset_maintenance,medium,Voltage transformer degradation mechanism
paper-1075,excluded,generic_nonmaintenance_ai_control,medium,Injection molding product defects
paper-1076,included,physical_asset_maintenance,high,Motor imbalance fault detection
paper-1077,included,physical_asset_maintenance,high,Smart tunnel maintenance system
paper-1078,included,physical_asset_maintenance,high,Bearing fault classification
paper-1079,included,physical_asset_maintenance,high,Irrigation sensor and pump failures
paper-1080,excluded,generic_nonmaintenance_ai_control,medium,Art workshop management not health
paper-1081,included,physical_asset_maintenance,high,Wind turbine fault prediction robustness
paper-1082,excluded,generic_nonmaintenance_ai_control,medium,CNC performance monitoring only
paper-1083,included,physical_asset_maintenance,high,Wind turbine gearbox diagnosis
paper-1084,excluded,generic_nonmaintenance_ai_control,medium,Wind optimization without maintenance
paper-1085,included,physical_asset_maintenance,high,Rotating machinery anomaly detection
paper-1086,excluded,clinical_human_outcome,high,Clinical heart failure prediction
paper-1087,included,physical_asset_maintenance,high,Electronic device RUL prediction
paper-1088,included,physical_asset_maintenance,high,Monorail pantograph fault prediction
paper-1089,excluded,biology_biotech_non_equipment,high,Molecular docking chemistry study
paper-1090,excluded,environment_natural_system,high,Groundwater geochemical monitoring
paper-1091,included,physical_asset_maintenance,high,Battery RUL prediction
paper-1092,included,physical_asset_maintenance,high,Extruder screw wear diagnostics
paper-1093,included,physical_asset_maintenance,high,Battery RUL health prognostics
paper-1094,included,physical_asset_maintenance,high,Bearing predictive maintenance
paper-1095,included,physical_asset_maintenance,high,Aircraft engine fault prediction
paper-1096,included,physical_asset_maintenance,high,Machinery diagnosis prognosis pipeline
paper-1097,excluded,generic_nonmaintenance_ai_control,medium,Compressor test time reduction
paper-1098,excluded,generic_nonmaintenance_ai_control,high,Building energy scheduling
paper-1099,included,physical_asset_maintenance,high,Historical building preventive management
paper-1100,included,physical_asset_maintenance,medium,Pipeline wax deposition maintenance relevance
paper-1101,included,physical_asset_maintenance,high,Wind turbine maintenance decision support
paper-1102,included,physical_asset_maintenance,high,Elevator fault diagnosis
paper-1103,included,physical_asset_maintenance,high,Transmission line discharge monitoring
paper-1104,included,physical_asset_maintenance,high,Inverter capacitor condition monitoring
paper-1105,included,physical_asset_maintenance,high,Milling tool life dataset
paper-1106,excluded,clinical_human_outcome,high,Patient monitoring in smart wards
paper-1107,included,physical_asset_maintenance,high,Aero engine RUL prediction
paper-1108,included,physical_asset_maintenance,high,Forging press fault prediction
paper-1109,included,physical_asset_maintenance,high,Water service line failure prediction
paper-1110,included,physical_asset_maintenance,high,Fleet condition monitoring diagnostics
paper-1111,excluded,business_social_finance,high,Hotel revenue management model
paper-1112,included,physical_asset_maintenance,high,Gas turbine blade fault detection
paper-1113,included,physical_asset_maintenance,high,Induction motor stator fault diagnosis
paper-1114,included,physical_asset_maintenance,high,Rolling bearing RUL prediction
paper-1115,included,physical_asset_maintenance,high,Inverter filter degradation estimation
paper-1116,included,physical_asset_maintenance,high,Test bench failure tracking
paper-1117,excluded,generic_nonmaintenance_ai_control,high,PV power forecasting optimization
paper-1118,excluded,software_it_cyber,high,Cyberattack remaining time prediction
paper-1119,included,uncertain_but_included,medium,Rock support fracture monitoring
paper-1120,included,physical_asset_maintenance,high,Urban traffic infrastructure maintenance
paper-1121,included,physical_asset_maintenance,high,Battery SOH prediction
paper-1122,excluded,business_social_finance,high,Small business failure prediction
paper-1123,included,physical_asset_maintenance,high,Gear misalignment predictive maintenance
paper-1124,included,physical_asset_maintenance,high,Induction motor condition monitoring
paper-1125,included,physical_asset_maintenance,high,Spacecraft digital twin degradation
paper-1126,included,physical_asset_maintenance,high,Wind turbine fault detection
paper-1127,excluded,generic_nonmaintenance_ai_control,medium,Broad e mobility review
paper-1128,excluded,software_it_cyber,high,DNN neuron vulnerability
paper-1129,included,physical_asset_maintenance,high,Wafer robot prognostics
paper-1130,included,physical_asset_maintenance,high,Membrane fouling diagnostics
paper-1131,excluded,clinical_human_outcome,high,Heart failure clinical prediction
paper-1132,included,physical_asset_maintenance,high,Battery RUL with limited data
paper-1133,included,physical_asset_maintenance,high,Pavement deterioration predictive maintenance
paper-1134,included,physical_asset_maintenance,high,Railway locomotive maintenance framework
paper-1135,included,physical_asset_maintenance,medium,Insulation material degradation classification
paper-1136,excluded,software_it_cyber,high,IIoT encryption pipeline
paper-1137,included,physical_asset_maintenance,high,Battery SOH predictive maintenance
paper-1138,included,physical_asset_maintenance,high,Switch rail wear modeling
paper-1139,excluded,other_nonmaintenance,medium,Clutch thermal design study
paper-1140,included,physical_asset_maintenance,high,Pumped storage health monitoring
paper-1141,included,physical_asset_maintenance,high,High speed train wheel wear
paper-1142,included,physical_asset_maintenance,high,Wind blade deterioration prediction
paper-1143,included,uncertain_but_included,medium,Generic PHM anomaly trend method
paper-1144,included,physical_asset_maintenance,high,PV fault detection
paper-1145,included,physical_asset_maintenance,high,Industry 4.0 predictive maintenance
paper-1146,included,physical_asset_maintenance,medium,HVAC performance monitoring
paper-1147,included,physical_asset_maintenance,high,Wind turbine FMECA failures
paper-1148,included,physical_asset_maintenance,medium,IIoT predictive maintenance method
paper-1149,included,physical_asset_maintenance,high,Railway wheel defect detection
paper-1150,excluded,generic_nonmaintenance_ai_control,medium,Clutch control strategy
paper-1151,excluded,generic_nonmaintenance_ai_control,medium,Superconducting loss estimation
paper-1152,included,physical_asset_maintenance,high,Road degradation monitoring
paper-1153,included,physical_asset_maintenance,high,Wind blade fatigue diagnosis
paper-1154,included,physical_asset_maintenance,high,Battery RUL and SOH
paper-1155,excluded,software_it_cyber,high,Cellular network reliability not maintenance
paper-1156,included,physical_asset_maintenance,high,Wind turbine gearbox prognostics
paper-1157,included,uncertain_but_included,medium,Rail communication monitoring reliability
paper-1158,included,physical_asset_maintenance,high,Valve actuator predictive maintenance
paper-1159,included,physical_asset_maintenance,high,Railway track condition monitoring
paper-1160,included,physical_asset_maintenance,high,Magnetic bearing rotor PHM
paper-1161,excluded,generic_nonmaintenance_ai_control,medium,Generic IoT anomaly detection
paper-1162,included,physical_asset_maintenance,high,Micro machining tool condition monitoring
paper-1163,included,physical_asset_maintenance,high,Power system asset management
paper-1164,excluded,generic_nonmaintenance_ai_control,medium,Hydropower design optimization
paper-1165,excluded,generic_nonmaintenance_ai_control,medium,Nanomaterial design PHM
paper-1166,included,physical_asset_maintenance,high,Fastener preload structural monitoring
paper-1167,included,uncertain_but_included,medium,Generic product degradation prediction
paper-1168,included,physical_asset_maintenance,high,Insulated rail joint structural monitoring
paper-1169,included,physical_asset_maintenance,high,Hard disk drive failure prediction
paper-1170,included,physical_asset_maintenance,high,Bearing fault classification
paper-1171,included,physical_asset_maintenance,high,HVAC fault diagnosis
paper-1172,included,physical_asset_maintenance,high,DC motor predictive analytics
paper-1173,included,physical_asset_maintenance,high,Vibration denoising for diagnostics
paper-1174,included,physical_asset_maintenance,high,Machine stator fault detection
paper-1175,included,physical_asset_maintenance,high,Cable health index model
paper-1176,included,physical_asset_maintenance,high,Wind turbine bearing diagnosis
paper-1177,included,physical_asset_maintenance,medium,Harvester V belt failure modeling
paper-1178,included,physical_asset_maintenance,high,Fleet predictive reliability
paper-1179,included,physical_asset_maintenance,high,Induction motor multifault detection
paper-1180,included,physical_asset_maintenance,high,Power module condition monitoring
