id,decision,reason_category,confidence,notes
paper-1401,excluded,software_it_cyber,high,ICPS cybersecurity not maintenance
paper-1402,included,physical_asset_maintenance,high,aeroengine compressor useful life
paper-1403,excluded,acronym_collision,high,CBM means coalbed methane
paper-1404,included,physical_asset_maintenance,high,insulator defect condition monitoring
paper-1405,included,uncertain_but_included,medium,bearing durability modeling
paper-1406,included,physical_asset_maintenance,high,locomotive predictive maintenance
paper-1407,included,physical_asset_maintenance,high,composting machinery predictive maintenance
paper-1408,included,physical_asset_maintenance,high,power semiconductor condition monitoring
paper-1409,included,physical_asset_maintenance,high,maintenance strategies for degrading systems
paper-1410,included,physical_asset_maintenance,medium,waste energy reliability and repairs
paper-1411,excluded,generic_nonmaintenance_ai_control,high,AI governance architecture only
paper-1412,included,physical_asset_maintenance,high,bearing fault diagnosis
paper-1413,included,physical_asset_maintenance,high,wind turbine fault diagnosis
paper-1414,included,physical_asset_maintenance,high,drill tool wear prediction
paper-1415,excluded,other_nonmaintenance,high,winter road safety classification
paper-1416,included,physical_asset_maintenance,high,railway predictive maintenance
paper-1417,included,physical_asset_maintenance,high,crane bearing fault detection
paper-1418,included,physical_asset_maintenance,high,harvester fault warning
paper-1419,included,physical_asset_maintenance,high,machine tool fault diagnosis
paper-1420,included,uncertain_but_included,medium,nuclear containment fragility
paper-1421,included,physical_asset_maintenance,high,ventilation maintenance framework
paper-1422,included,physical_asset_maintenance,high,IGBT condition monitoring
paper-1423,excluded,generic_nonmaintenance_ai_control,medium,operating regime segmentation only
paper-1424,excluded,generic_nonmaintenance_ai_control,high,building energy prediction only
paper-1425,included,physical_asset_maintenance,high,motor rotor fault diagnosis
paper-1426,included,physical_asset_maintenance,high,industrial motor fault diagnosis
paper-1427,included,physical_asset_maintenance,high,marine engine fault diagnosis
paper-1428,included,physical_asset_maintenance,high,corrosion staging for maintenance
paper-1429,included,physical_asset_maintenance,high,heavy equipment maintenance optimization
paper-1430,included,physical_asset_maintenance,high,industrial predictive maintenance
paper-1431,excluded,clinical_human_outcome,high,cancer grade prediction
paper-1432,excluded,environment_natural_system,high,natural landslide monitoring
paper-1433,included,physical_asset_maintenance,medium,industrial anomaly detection
paper-1434,included,physical_asset_maintenance,medium,sensor battery life prediction
paper-1435,included,physical_asset_maintenance,medium,oil condition monitoring method
paper-1436,included,physical_asset_maintenance,high,lubrication system predictive maintenance
paper-1437,included,physical_asset_maintenance,medium,manufacturing anomaly detection
paper-1438,included,physical_asset_maintenance,high,PV inverter health monitoring
paper-1439,included,physical_asset_maintenance,high,maintenance repair rate prediction
paper-1440,included,physical_asset_maintenance,high,turning tool wear detection
paper-1441,included,physical_asset_maintenance,high,turbo generator fault diagnosis
paper-1442,included,physical_asset_maintenance,high,bridge inspection prioritization
paper-1443,included,physical_asset_maintenance,medium,wind farm cable testing
paper-1444,included,physical_asset_maintenance,high,turbine anomaly predictive maintenance
paper-1445,included,physical_asset_maintenance,high,electric motor fault diagnosis
