id,decision,reason_category,confidence,notes
paper-3001,included,physical_asset_maintenance,high,Electrical machine PdM and fault diagnosis
paper-3002,included,physical_asset_maintenance,high,CBM optimization for multi-component systems
paper-3003,included,physical_asset_maintenance,high,Wind turbine blade erosion monitoring
paper-3004,included,physical_asset_maintenance,high,Lithium battery RUL prediction
paper-3005,included,physical_asset_maintenance,high,Industrial motor condition monitoring
paper-3006,included,physical_asset_maintenance,high,Equipment RUL prediction for PHM
paper-3007,included,physical_asset_maintenance,medium,Facilities predictive management using sensors
paper-3008,included,physical_asset_maintenance,high,Industrial anomaly detection for PdM
paper-3009,excluded,generic_nonmaintenance_ai_control,high,Cooling system control optimization only
paper-3010,included,physical_asset_maintenance,high,Offshore wind cable SHM and RUL
paper-3011,included,physical_asset_maintenance,high,CBM for degrading manufacturing systems
paper-3012,included,physical_asset_maintenance,medium,Manufacturing predictive maintenance model
paper-3013,included,physical_asset_maintenance,high,Power grid fault prediction
paper-3014,included,physical_asset_maintenance,high,Pump station equipment fault prediction
paper-3015,included,physical_asset_maintenance,high,Boiler diagnostics and RUL
paper-3016,included,physical_asset_maintenance,high,Road damage detection for pavement maintenance
paper-3017,included,physical_asset_maintenance,high,Rolling bearing defect diagnosis
paper-3018,excluded,acronym_collision,high,CBM means cellulose binding module
paper-3019,included,uncertain_but_included,medium,Generic PdM anomaly method
paper-3020,included,physical_asset_maintenance,high,Industrial IoT predictive maintenance system
paper-3021,included,physical_asset_maintenance,high,Hydraulic excavator predictive maintenance
paper-3022,excluded,generic_nonmaintenance_ai_control,high,Physics equation solver no maintenance
paper-3023,included,physical_asset_maintenance,high,Automotive component health monitoring
paper-3024,included,physical_asset_maintenance,high,Buck converter capacitor health monitoring
paper-3025,included,physical_asset_maintenance,high,Railway wheel flat condition monitoring
paper-3026,included,physical_asset_maintenance,high,Industrial machinery predictive maintenance
paper-3027,included,physical_asset_maintenance,high,RUL prediction for predictive maintenance
paper-3028,included,uncertain_but_included,medium,Bushing model supports predictive maintenance
paper-3029,included,physical_asset_maintenance,high,Aero-engine residual life prediction
paper-3030,included,uncertain_but_included,medium,Motor aging parameter estimation
